"StateCode","Deductible","InsuranceToValueLevelPercentage_From","InsuranceToValueLevelPercentage_ToLessThan","TotalPropertyValue_From","TotalPropertyValue_ToLessThan","Factor_From","Factor_ToLessThan",
"CW","5,000",20,25,0,250001,1.584,1.469
"CW","5,000",20,25,250001,500001,1.796,1.651
"CW","5,000",20,25,500001,1000001,1.872,1.712
"CW","5,000",20,25,1000001,2147483647,1.964,1.789
"CW","5,000",25,30,0,250001,1.469,1.373
"CW","5,000",25,30,250001,500001,1.651,1.533
"CW","5,000",25,30,500001,1000001,1.712,1.587
"CW","5,000",25,30,1000001,2147483647,1.789,1.651
"CW","5,000",30,35,0,250001,1.373,1.291
"CW","5,000",30,35,250001,500001,1.533,1.433
"CW","5,000",30,35,500001,1000001,1.587,1.479
"CW","5,000",30,35,1000001,2147483647,1.651,1.536
"CW","5,000",35,40,0,250001,1.291,1.22
"CW","5,000",35,40,250001,500001,1.433,1.348
"CW","5,000",35,40,500001,1000001,1.479,1.39
"CW","5,000",35,40,1000001,2147483647,1.536,1.44
"CW","5,000",40,45,0,250001,1.22,1.159
"CW","5,000",40,45,250001,500001,1.348,1.275
"CW","5,000",40,45,500001,1000001,1.39,1.312
"CW","5,000",40,45,1000001,2147483647,1.44,1.358
"CW","5,000",45,50,0,250001,1.159,1.104
"CW","5,000",45,50,250001,500001,1.275,1.21
"CW","5,000",45,50,500001,1000001,1.312,1.245
"CW","5,000",45,50,1000001,2147483647,1.358,1.286
"CW","5,000",50,55,0,250001,1.104,1.056
"CW","5,000",50,55,250001,500001,1.21,1.153
"CW","5,000",50,55,500001,1000001,1.245,1.185
"CW","5,000",50,55,1000001,2147483647,1.286,1.223
"CW","5,000",55,60,0,250001,1.056,1.013
"CW","5,000",55,60,250001,500001,1.153,1.103
"CW","5,000",55,60,500001,1000001,1.185,1.132
"CW","5,000",55,60,1000001,2147483647,1.223,1.167
"CW","5,000",60,65,0,250001,1.013,0.974
"CW","5,000",60,65,250001,500001,1.103,1.057
"CW","5,000",60,65,500001,1000001,1.132,1.086
"CW","5,000",60,65,1000001,2147483647,1.167,1.118
"CW","5,000",65,70,0,250001,0.974,0.939
"CW","5,000",65,70,250001,500001,1.057,1.017
"CW","5,000",65,70,500001,1000001,1.086,1.042
"CW","5,000",65,70,1000001,2147483647,1.118,1.073
"CW","5,000",70,75,0,250001,0.939,0.908
"CW","5,000",70,75,250001,500001,1.017,0.981
"CW","5,000",70,75,500001,1000001,1.042,1.005
"CW","5,000",70,75,1000001,2147483647,1.073,1.033
"CW","5,000",75,80,0,250001,0.908,0.874
"CW","5,000",75,80,250001,500001,0.981,0.947
"CW","5,000",75,80,500001,1000001,1.005,0.97
"CW","5,000",75,80,1000001,2147483647,1.033,0.99
"CW","5,000",80,90,0,250001,0.874,0.83
"CW","5,000",80,90,250001,500001,0.947,0.9
"CW","5,000",80,90,500001,1000001,0.97,0.922
"CW","5,000",80,90,1000001,2147483647,0.99,0.941
"CW","5,000",90,100,0,250001,0.83,0.787
"CW","5,000",90,100,250001,500001,0.9,0.852
"CW","5,000",90,100,500001,1000001,0.922,0.873
"CW","5,000",90,100,1000001,2147483647,0.941,0.891
"CW","5,000",100,2147483647,0,250001,0.787,0.787
"CW","5,000",100,2147483647,250001,500001,0.852,0.852
"CW","5,000",100,2147483647,500001,1000001,0.873,0.873
"CW","5,000",100,2147483647,1000001,2147483647,0.891,0.891
