"StateCode","EQDeductibleTier","EQClass","EQDeductible","TotalPropertyValue_From","TotalPropertyValue_ToLessThan","Factor"
"CW",2,"5A","750,000",5500001,10000001,1.01
"CW",2,"5A","750,000",10000001,2147483647,1.59
"CW",2,"5A","1,000,000",0,1000001,0
"CW",2,"5A","1,000,000",1000001,3500001,0.474
"CW",2,"5A","1,000,000",3500001,5500001,0.731
"CW",2,"5A","1,000,000",5500001,10000001,0.918
"CW",2,"5A","1,000,000",10000001,2147483647,1.549
"CW",2,"5AA","500",0,50001,1.391
"CW",2,"5AA","500",50001,100001,1.551
"CW",2,"5AA","500",100001,250001,1.628
"CW",2,"5AA","500",250001,2147483647,1.748
"CW",2,"5AA","1,000",0,50001,1.246
"CW",2,"5AA","1,000",50001,100001,1.459
"CW",2,"5AA","1,000",100001,250001,1.568
"CW",2,"5AA","1,000",250001,2147483647,1.747
"CW",2,"5AA","2,500",0,100001,1.191
"CW",2,"5AA","2,500",100001,250001,1.448
"CW",2,"5AA","2,500",250001,500001,1.551
"CW",2,"5AA","2,500",500001,2147483647,1.744
"CW",2,"5AA","5,000",0,100001,1.246
"CW",2,"5AA","5,000",100001,250001,1.459
"CW",2,"5AA","5,000",250001,500001,1.551
"CW",2,"5AA","5,000",500001,2147483647,1.741
"CW",2,"5AA","10,000",0,250001,1.065
"CW",2,"5AA","10,000",250001,500001,1.335
"CW",2,"5AA","10,000",500001,1000001,1.459
"CW",2,"5AA","10,000",1000001,5000001,1.616
"CW",2,"5AA","10,000",5000001,2147483647,1.735
"CW",2,"5AA","25,000",0,500001,1
"CW",2,"5AA","25,000",500001,1000001,1.287
"CW",2,"5AA","25,000",1000001,5000001,1.525
"CW",2,"5AA","25,000",5000001,10000001,1.616
"CW",2,"5AA","25,000",10000001,2147483647,1.723
"CW",2,"5AA","50,000",0,1000001,0.999
"CW",2,"5AA","50,000",1000001,3500001,1.371
"CW",2,"5AA","50,000",3500001,5500001,1.486
"CW",2,"5AA","50,000",5500001,10000001,1.555
"CW",2,"5AA","50,000",10000001,2147483647,1.708
"CW",2,"5AA","75,000",0,1000001,0.874
"CW",2,"5AA","75,000",1000001,3500001,1.287
"CW",2,"5AA","75,000",3500001,5500001,1.423
"CW",2,"5AA","75,000",5500001,10000001,1.505
"CW",2,"5AA","75,000",10000001,2147483647,1.696
"CW",2,"5AA","100,000",0,1000001,0.778
"CW",2,"5AA","100,000",1000001,3500001,1.221
"CW",2,"5AA","100,000",3500001,5500001,1.371
"CW",2,"5AA","100,000",5500001,10000001,1.464
"CW",2,"5AA","100,000",10000001,2147483647,1.685
"CW",2,"5AA","250,000",0,1000001,0.439
"CW",2,"5AA","250,000",1000001,3500001,0.968
"CW",2,"5AA","250,000",3500001,5500001,1.164
"CW",2,"5AA","250,000",5500001,10000001,1.295
"CW",2,"5AA","250,000",10000001,2147483647,1.637
"CW",2,"5AA","500,000",0,1000001,0.312
"CW",2,"5AA","500,000",1000001,3500001,0.742
"CW",2,"5AA","500,000",3500001,5500001,0.968
"CW",2,"5AA","500,000",5500001,10000001,1.125
"CW",2,"5AA","500,000",10000001,2147483647,1.581
"CW",2,"5AA","750,000",0,1000001,0.252
"CW",2,"5AA","750,000",1000001,3500001,0.597
"CW",2,"5AA","750,000",3500001,5500001,0.839
"CW",2,"5AA","750,000",5500001,10000001,1.01
"CW",2,"5AA","750,000",10000001,2147483647,1.538
"CW",2,"5AA","1,000,000",0,1000001,0
"CW",2,"5AA","1,000,000",1000001,3500001,0.487
"CW",2,"5AA","1,000,000",3500001,5500001,0.742
"CW",2,"5AA","1,000,000",5500001,10000001,0.922
"CW",2,"5AA","1,000,000",10000001,2147483647,1.501
"CW",2,"5B","500",0,50001,1.391
"CW",2,"5B","500",50001,100001,1.551
"CW",2,"5B","500",100001,250001,1.628
"CW",2,"5B","500",250001,2147483647,1.748
"CW",2,"5B","1,000",0,50001,1.246
"CW",2,"5B","1,000",50001,100001,1.459
"CW",2,"5B","1,000",100001,250001,1.568
"CW",2,"5B","1,000",250001,2147483647,1.747
"CW",2,"5B","2,500",0,100001,1.191
"CW",2,"5B","2,500",100001,250001,1.448
"CW",2,"5B","2,500",250001,500001,1.551
"CW",2,"5B","2,500",500001,2147483647,1.744
"CW",2,"5B","5,000",0,100001,1.246
"CW",2,"5B","5,000",100001,250001,1.459
"CW",2,"5B","5,000",250001,500001,1.551
"CW",2,"5B","5,000",500001,2147483647,1.741
"CW",2,"5B","10,000",0,250001,1.065
"CW",2,"5B","10,000",250001,500001,1.335
"CW",2,"5B","10,000",500001,1000001,1.459
"CW",2,"5B","10,000",1000001,5000001,1.616
"CW",2,"5B","10,000",5000001,2147483647,1.735
"CW",2,"5B","25,000",0,500001,1
"CW",2,"5B","25,000",500001,1000001,1.287
"CW",2,"5B","25,000",1000001,5000001,1.525
"CW",2,"5B","25,000",5000001,10000001,1.616
"CW",2,"5B","25,000",10000001,2147483647,1.723
"CW",2,"5B","50,000",0,1000001,0.999
"CW",2,"5B","50,000",1000001,3500001,1.371
"CW",2,"5B","50,000",3500001,5500001,1.486
"CW",2,"5B","50,000",5500001,10000001,1.555
"CW",2,"5B","50,000",10000001,2147483647,1.708
"CW",2,"5B","75,000",0,1000001,0.874
"CW",2,"5B","75,000",1000001,3500001,1.287
"CW",2,"5B","75,000",3500001,5500001,1.423
"CW",2,"5B","75,000",5500001,10000001,1.505
"CW",2,"5B","75,000",10000001,2147483647,1.696
"CW",2,"5B","100,000",0,1000001,0.778
"CW",2,"5B","100,000",1000001,3500001,1.221
"CW",2,"5B","100,000",3500001,5500001,1.371
"CW",2,"5B","100,000",5500001,10000001,1.464
"CW",2,"5B","100,000",10000001,2147483647,1.685
"CW",2,"5B","250,000",0,1000001,0.439
"CW",2,"5B","250,000",1000001,3500001,0.968
"CW",2,"5B","250,000",3500001,5500001,1.164
"CW",2,"5B","250,000",5500001,10000001,1.295
"CW",2,"5B","250,000",10000001,2147483647,1.637
"CW",2,"5B","500,000",0,1000001,0.312
"CW",2,"5B","500,000",1000001,3500001,0.742
"CW",2,"5B","500,000",3500001,5500001,0.968
"CW",2,"5B","500,000",5500001,10000001,1.125
"CW",2,"5B","500,000",10000001,2147483647,1.581
"CW",2,"5B","750,000",0,1000001,0.252
"CW",2,"5B","750,000",1000001,3500001,0.597
"CW",2,"5B","750,000",3500001,5500001,0.839
"CW",2,"5B","750,000",5500001,10000001,1.01
"CW",2,"5B","750,000",10000001,2147483647,1.538
"CW",2,"5B","1,000,000",0,1000001,0
"CW",2,"5B","1,000,000",1000001,3500001,0.487
"CW",2,"5B","1,000,000",3500001,5500001,0.742
"CW",2,"5B","1,000,000",5500001,10000001,0.922
"CW",2,"5B","1,000,000",10000001,2147483647,1.501
"CW",2,"5C","500",0,50001,1.391
"CW",2,"5C","500",50001,100001,1.551
"CW",2,"5C","500",100001,250001,1.628
"CW",2,"5C","500",250001,2147483647,1.748
"CW",2,"5C","1,000",0,50001,1.246
"CW",2,"5C","1,000",50001,100001,1.459
"CW",2,"5C","1,000",100001,250001,1.568
"CW",2,"5C","1,000",250001,2147483647,1.747
"CW",2,"5C","2,500",0,100001,1.191
"CW",2,"5C","2,500",100001,250001,1.448
"CW",2,"5C","2,500",250001,500001,1.551
"CW",2,"5C","2,500",500001,2147483647,1.744
"CW",2,"5C","5,000",0,100001,1.246
"CW",2,"5C","5,000",100001,250001,1.459
"CW",2,"5C","5,000",250001,500001,1.551
"CW",2,"5C","5,000",500001,2147483647,1.741
"CW",2,"5C","10,000",0,250001,1.065
"CW",2,"5C","10,000",250001,500001,1.335
"CW",2,"5C","10,000",500001,1000001,1.459
"CW",2,"5C","10,000",1000001,5000001,1.616
"CW",2,"5C","10,000",5000001,2147483647,1.735
"CW",2,"5C","25,000",0,500001,1
"CW",2,"5C","25,000",500001,1000001,1.287
"CW",2,"5C","25,000",1000001,5000001,1.525
"CW",2,"5C","25,000",5000001,10000001,1.616
"CW",2,"5C","25,000",10000001,2147483647,1.723
"CW",2,"5C","50,000",0,1000001,0.999
"CW",2,"5C","50,000",1000001,3500001,1.371
"CW",2,"5C","50,000",3500001,5500001,1.486
"CW",2,"5C","50,000",5500001,10000001,1.555
"CW",2,"5C","50,000",10000001,2147483647,1.708
"CW",2,"5C","75,000",0,1000001,0.874
"CW",2,"5C","75,000",1000001,3500001,1.287
"CW",2,"5C","75,000",3500001,5500001,1.423
"CW",2,"5C","75,000",5500001,10000001,1.505
"CW",2,"5C","75,000",10000001,2147483647,1.696
"CW",2,"5C","100,000",0,1000001,0.778
"CW",2,"5C","100,000",1000001,3500001,1.221
"CW",2,"5C","100,000",3500001,5500001,1.371
"CW",2,"5C","100,000",5500001,10000001,1.464
"CW",2,"5C","100,000",10000001,2147483647,1.685
"CW",2,"5C","250,000",0,1000001,0.439
"CW",2,"5C","250,000",1000001,3500001,0.968
"CW",2,"5C","250,000",3500001,5500001,1.164
"CW",2,"5C","250,000",5500001,10000001,1.295
"CW",2,"5C","250,000",10000001,2147483647,1.637
"CW",2,"5C","500,000",0,1000001,0.312
"CW",2,"5C","500,000",1000001,3500001,0.742
"CW",2,"5C","500,000",3500001,5500001,0.968
"CW",2,"5C","500,000",5500001,10000001,1.125
"CW",2,"5C","500,000",10000001,2147483647,1.581
"CW",2,"5C","750,000",0,1000001,0.252
"CW",2,"5C","750,000",1000001,3500001,0.597
"CW",2,"5C","750,000",3500001,5500001,0.839
"CW",2,"5C","750,000",5500001,10000001,1.01
"CW",2,"5C","750,000",10000001,2147483647,1.538
"CW",2,"5C","1,000,000",0,1000001,0
"CW",2,"5C","1,000,000",1000001,3500001,0.487
"CW",2,"5C","1,000,000",3500001,5500001,0.742
"CW",2,"5C","1,000,000",5500001,10000001,0.922
"CW",2,"5C","1,000,000",10000001,2147483647,1.501
"CW",3,"1C","500",0,50001,1.176
"CW",3,"1C","500",50001,100001,1.313
"CW",3,"1C","500",100001,250001,1.376
"CW",3,"1C","500",250001,2147483647,1.467
"CW",3,"1C","1,000",0,50001,1.048
"CW",3,"1C","1,000",50001,100001,1.235
"CW",3,"1C","1,000",100001,250001,1.327
"CW",3,"1C","1,000",250001,2147483647,1.466
"CW",3,"1C","2,500",0,100001,1
"CW",3,"1C","2,500",100001,250001,1.226
"CW",3,"1C","2,500",250001,500001,1.313
"CW",3,"1C","2,500",500001,2147483647,1.464
"CW",3,"1C","5,000",0,100001,1.048
"CW",3,"1C","5,000",100001,250001,1.235
"CW",3,"1C","5,000",250001,500001,1.313
"CW",3,"1C","5,000",500001,2147483647,1.462
"CW",3,"1C","10,000",0,250001,0.887
"CW",3,"1C","10,000",250001,500001,1.127
"CW",3,"1C","10,000",500001,1000001,1.235
"CW",3,"1C","10,000",1000001,5000001,1.367
"CW",3,"1C","10,000",5000001,2147483647,1.458
"CW",3,"1C","25,000",0,500001,0.829
"CW",3,"1C","25,000",500001,1000001,1.085
"CW",3,"1C","25,000",1000001,5000001,1.291
"CW",3,"1C","25,000",5000001,10000001,1.367
"CW",3,"1C","25,000",10000001,2147483647,1.449
"CW",3,"1C","50,000",0,1000001,0.828
"CW",3,"1C","50,000",1000001,3500001,1.159
"CW",3,"1C","50,000",3500001,5500001,1.258
"CW",3,"1C","50,000",5500001,10000001,1.316
"CW",3,"1C","50,000",10000001,2147483647,1.438
"CW",3,"1C","75,000",0,1000001,0.716
"CW",3,"1C","75,000",1000001,3500001,1.085
"CW",3,"1C","75,000",3500001,5500001,1.204
"CW",3,"1C","75,000",5500001,10000001,1.275
"CW",3,"1C","75,000",10000001,2147483647,1.429
"CW",3,"1C","100,000",0,1000001,0.631
"CW",3,"1C","100,000",1000001,3500001,1.026
"CW",3,"1C","100,000",3500001,5500001,1.159
"CW",3,"1C","100,000",5500001,10000001,1.239
"CW",3,"1C","100,000",10000001,2147483647,1.271
"CW",3,"1C","250,000",0,1000001,0.337
"CW",3,"1C","250,000",1000001,3500001,0.8
"CW",3,"1C","250,000",3500001,5500001,0.976
"CW",3,"1C","250,000",5500001,10000001,1.092
"CW",3,"1C","250,000",10000001,2147483647,1.139
"CW",3,"1C","500,000",0,1000001,0.232
"CW",3,"1C","500,000",1000001,3500001,0.599
"CW",3,"1C","500,000",3500001,5500001,0.8
"CW",3,"1C","500,000",5500001,10000001,0.941
"CW",3,"1C","500,000",10000001,2147483647,1
"CW",3,"1C","750,000",0,1000001,0.184
"CW",3,"1C","750,000",1000001,3500001,0.472
"CW",3,"1C","750,000",3500001,5500001,0.685
"CW",3,"1C","750,000",5500001,10000001,0.838
"CW",3,"1C","750,000",10000001,2147483647,0.904
"CW",3,"1C","1,000,000",0,1000001,0
"CW",3,"1C","1,000,000",1000001,3500001,0.378
"CW",3,"1C","1,000,000",3500001,5500001,0.599
"CW",3,"1C","1,000,000",5500001,10000001,0.759
"CW",3,"1C","1,000,000",10000001,2147483647,0.829
"CW",3,"1D","500",0,50001,1.176
"CW",3,"1D","500",50001,100001,1.313
"CW",3,"1D","500",100001,250001,1.376
"CW",3,"1D","500",250001,2147483647,1.467
"CW",3,"1D","1,000",0,50001,1.048
"CW",3,"1D","1,000",50001,100001,1.235
"CW",3,"1D","1,000",100001,250001,1.327
"CW",3,"1D","1,000",250001,2147483647,1.466
"CW",3,"1D","2,500",0,100001,1
"CW",3,"1D","2,500",100001,250001,1.226
"CW",3,"1D","2,500",250001,500001,1.313
"CW",3,"1D","2,500",500001,2147483647,1.464
"CW",3,"1D","5,000",0,100001,1.048
"CW",3,"1D","5,000",100001,250001,1.235
"CW",3,"1D","5,000",250001,500001,1.313
"CW",3,"1D","5,000",500001,2147483647,1.462
"CW",3,"1D","10,000",0,250001,0.887
"CW",3,"1D","10,000",250001,500001,1.127
"CW",3,"1D","10,000",500001,1000001,1.235
"CW",3,"1D","10,000",1000001,5000001,1.367
"CW",3,"1D","10,000",5000001,2147483647,1.458
"CW",3,"1D","25,000",0,500001,0.829
"CW",3,"1D","25,000",500001,1000001,1.085
"CW",3,"1D","25,000",1000001,5000001,1.291
"CW",3,"1D","25,000",5000001,10000001,1.367
"CW",3,"1D","25,000",10000001,2147483647,1.449
"CW",3,"1D","50,000",0,1000001,0.828
"CW",3,"1D","50,000",1000001,3500001,1.159
"CW",3,"1D","50,000",3500001,5500001,1.258
"CW",3,"1D","50,000",5500001,10000001,1.316
"CW",3,"1D","50,000",10000001,2147483647,1.438
"CW",3,"1D","75,000",0,1000001,0.716
"CW",3,"1D","75,000",1000001,3500001,1.085
"CW",3,"1D","75,000",3500001,5500001,1.204
"CW",3,"1D","75,000",5500001,10000001,1.275
"CW",3,"1D","75,000",10000001,2147483647,1.429
"CW",3,"1D","100,000",0,1000001,0.631
"CW",3,"1D","100,000",1000001,3500001,1.026
"CW",3,"1D","100,000",3500001,5500001,1.159
"CW",3,"1D","100,000",5500001,10000001,1.239
"CW",3,"1D","100,000",10000001,2147483647,1.271
"CW",3,"1D","250,000",0,1000001,0.337
"CW",3,"1D","250,000",1000001,3500001,0.8
"CW",3,"1D","250,000",3500001,5500001,0.976
"CW",3,"1D","250,000",5500001,10000001,1.092
"CW",3,"1D","250,000",10000001,2147483647,1.139
"CW",3,"1D","500,000",0,1000001,0.232
"CW",3,"1D","500,000",1000001,3500001,0.599
"CW",3,"1D","500,000",3500001,5500001,0.8
"CW",3,"1D","500,000",5500001,10000001,0.941
"CW",3,"1D","500,000",10000001,2147483647,1
"CW",3,"1D","750,000",0,1000001,0.184
"CW",3,"1D","750,000",1000001,3500001,0.472
"CW",3,"1D","750,000",3500001,5500001,0.685
"CW",3,"1D","750,000",5500001,10000001,0.838
"CW",3,"1D","750,000",10000001,2147483647,0.904
"CW",3,"1D","1,000,000",0,1000001,0
"CW",3,"1D","1,000,000",1000001,3500001,0.378
"CW",3,"1D","1,000,000",3500001,5500001,0.599
"CW",3,"1D","1,000,000",5500001,10000001,0.759
"CW",3,"1D","1,000,000",10000001,2147483647,0.829
"CW",3,"2A","500",0,50001,1.311
"CW",3,"2A","500",50001,100001,1.604
"CW",3,"2A","500",100001,250001,1.757
"CW",3,"2A","500",250001,2147483647,1.997
"CW",3,"2A","1,000",0,50001,1.079
"CW",3,"2A","1,000",50001,100001,1.431
"CW",3,"2A","1,000",100001,250001,1.636
"CW",3,"2A","1,000",250001,2147483647,1.995
"CW",3,"2A","2,500",0,100001,1
"CW",3,"2A","2,500",100001,250001,1.412
"CW",3,"2A","2,500",250001,500001,1.604
"CW",3,"2A","2,500",500001,2147483647,1.99
"CW",3,"2A","5,000",0,100001,1.079
"CW",3,"2A","5,000",100001,250001,1.431
"CW",3,"2A","5,000",250001,500001,1.604
"CW",3,"2A","5,000",500001,2147483647,1.983
"CW",3,"2A","10,000",0,250001,0.831
"CW",3,"2A","10,000",250001,500001,1.218
"CW",3,"2A","10,000",500001,1000001,1.431
"CW",3,"2A","10,000",1000001,5000001,1.733
"CW",3,"2A","10,000",5000001,2147483647,1.973
"CW",3,"2A","25,000",0,500001,0.752
"CW",3,"2A","25,000",500001,1000001,1.142
"CW",3,"2A","25,000",1000001,5000001,1.553
"CW",3,"2A","25,000",5000001,10000001,1.733
"CW",3,"2A","25,000",10000001,2147483647,1.949
"CW",3,"2A","50,000",0,1000001,0.751
"CW",3,"2A","50,000",1000001,3500001,1.277
"CW",3,"2A","50,000",3500001,5500001,1.481
"CW",3,"2A","50,000",5500001,10000001,1.611
"CW",3,"2A","50,000",10000001,2147483647,1.919
"CW",3,"2A","75,000",0,1000001,0.611
"CW",3,"2A","75,000",1000001,3500001,1.142
"CW",3,"2A","75,000",3500001,5500001,1.367
"CW",3,"2A","75,000",5500001,10000001,1.516
"CW",3,"2A","75,000",10000001,2147483647,1.895
"CW",3,"2A","100,000",0,1000001,0.516
"CW",3,"2A","100,000",1000001,3500001,1.042
"CW",3,"2A","100,000",3500001,5500001,1.277
"CW",3,"2A","100,000",5500001,10000001,1.44
"CW",3,"2A","100,000",10000001,2147483647,1.508
"CW",3,"2A","250,000",0,1000001,0.239
"CW",3,"2A","250,000",1000001,3500001,0.715
"CW",3,"2A","250,000",3500001,5500001,0.962
"CW",3,"2A","250,000",5500001,10000001,1.154
"CW",3,"2A","250,000",10000001,2147483647,1.239
"CW",3,"2A","500,000",0,1000001,0.156
"CW",3,"2A","500,000",1000001,3500001,0.482
"CW",3,"2A","500,000",3500001,5500001,0.715
"CW",3,"2A","500,000",5500001,10000001,0.909
"CW",3,"2A","500,000",10000001,2147483647,1
"CW",3,"2A","750,000",0,1000001,0.121
"CW",3,"2A","750,000",1000001,3500001,0.357
"CW",3,"2A","750,000",3500001,5500001,0.576
"CW",3,"2A","750,000",5500001,10000001,0.763
"CW",3,"2A","750,000",10000001,2147483647,0.854
"CW",3,"2A","1,000,000",0,1000001,0
"CW",3,"2A","1,000,000",1000001,3500001,0.273
"CW",3,"2A","1,000,000",3500001,5500001,0.482
"CW",3,"2A","1,000,000",5500001,10000001,0.663
"CW",3,"2A","1,000,000",10000001,2147483647,0.752
"CW",3,"2B","500",0,50001,1.311
"CW",3,"2B","500",50001,100001,1.604
"CW",3,"2B","500",100001,250001,1.757
"CW",3,"2B","500",250001,2147483647,1.997
"CW",3,"2B","1,000",0,50001,1.079
"CW",3,"2B","1,000",50001,100001,1.431
"CW",3,"2B","1,000",100001,250001,1.636
"CW",3,"2B","1,000",250001,2147483647,1.995
"CW",3,"2B","2,500",0,100001,1
"CW",3,"2B","2,500",100001,250001,1.412
"CW",3,"2B","2,500",250001,500001,1.604
"CW",3,"2B","2,500",500001,2147483647,1.99
"CW",3,"2B","5,000",0,100001,1.079
"CW",3,"2B","5,000",100001,250001,1.431
"CW",3,"2B","5,000",250001,500001,1.604
"CW",3,"2B","5,000",500001,2147483647,1.983
"CW",3,"2B","10,000",0,250001,0.831
"CW",3,"2B","10,000",250001,500001,1.218
"CW",3,"2B","10,000",500001,1000001,1.431
"CW",3,"2B","10,000",1000001,5000001,1.733
"CW",3,"2B","10,000",5000001,2147483647,1.973
"CW",3,"2B","25,000",0,500001,0.752
"CW",3,"2B","25,000",500001,1000001,1.142
"CW",3,"2B","25,000",1000001,5000001,1.553
"CW",3,"2B","25,000",5000001,10000001,1.733
"CW",3,"2B","25,000",10000001,2147483647,1.949
"CW",3,"2B","50,000",0,1000001,0.751
"CW",3,"2B","50,000",1000001,3500001,1.277
"CW",3,"2B","50,000",3500001,5500001,1.481
"CW",3,"2B","50,000",5500001,10000001,1.611
"CW",3,"2B","50,000",10000001,2147483647,1.919
"CW",3,"2B","75,000",0,1000001,0.611
"CW",3,"2B","75,000",1000001,3500001,1.142
"CW",3,"2B","75,000",3500001,5500001,1.367
"CW",3,"2B","75,000",5500001,10000001,1.516
"CW",3,"2B","75,000",10000001,2147483647,1.895
"CW",3,"2B","100,000",0,1000001,0.516
"CW",3,"2B","100,000",1000001,3500001,1.042
"CW",3,"2B","100,000",3500001,5500001,1.277
"CW",3,"2B","100,000",5500001,10000001,1.44
"CW",3,"2B","100,000",10000001,2147483647,1.508
"CW",3,"2B","250,000",0,1000001,0.239
"CW",3,"2B","250,000",1000001,3500001,0.715
"CW",3,"2B","250,000",3500001,5500001,0.962
"CW",3,"2B","250,000",5500001,10000001,1.154
"CW",3,"2B","250,000",10000001,2147483647,1.239
"CW",3,"2B","500,000",0,1000001,0.156
"CW",3,"2B","500,000",1000001,3500001,0.482
"CW",3,"2B","500,000",3500001,5500001,0.715
"CW",3,"2B","500,000",5500001,10000001,0.909
"CW",3,"2B","500,000",10000001,2147483647,1
"CW",3,"2B","750,000",0,1000001,0.121
"CW",3,"2B","750,000",1000001,3500001,0.357
"CW",3,"2B","750,000",3500001,5500001,0.576
"CW",3,"2B","750,000",5500001,10000001,0.763
"CW",3,"2B","750,000",10000001,2147483647,0.854
"CW",3,"2B","1,000,000",0,1000001,0
"CW",3,"2B","1,000,000",1000001,3500001,0.273
"CW",3,"2B","1,000,000",3500001,5500001,0.482
"CW",3,"2B","1,000,000",5500001,10000001,0.663
"CW",3,"2B","1,000,000",10000001,2147483647,0.752
"CW",3,"3A","500",0,50001,1.311
"CW",3,"3A","500",50001,100001,1.604
"CW",3,"3A","500",100001,250001,1.757
"CW",3,"3A","500",250001,2147483647,1.997
"CW",3,"3A","1,000",0,50001,1.079
"CW",3,"3A","1,000",50001,100001,1.431
"CW",3,"3A","1,000",100001,250001,1.636
"CW",3,"3A","1,000",250001,2147483647,1.995
"CW",3,"3A","2,500",0,100001,1
"CW",3,"3A","2,500",100001,250001,1.412
"CW",3,"3A","2,500",250001,500001,1.604
"CW",3,"3A","2,500",500001,2147483647,1.99
"CW",3,"3A","5,000",0,100001,1.079
"CW",3,"3A","5,000",100001,250001,1.431
"CW",3,"3A","5,000",250001,500001,1.604
"CW",3,"3A","5,000",500001,2147483647,1.983
"CW",3,"3A","10,000",0,250001,0.831
"CW",3,"3A","10,000",250001,500001,1.218
"CW",3,"3A","10,000",500001,1000001,1.431
"CW",3,"3A","10,000",1000001,5000001,1.733
"CW",3,"3A","10,000",5000001,2147483647,1.973
"CW",3,"3A","25,000",0,500001,0.752
"CW",3,"3A","25,000",500001,1000001,1.142
"CW",3,"3A","25,000",1000001,5000001,1.553
"CW",3,"3A","25,000",5000001,10000001,1.733
"CW",3,"3A","25,000",10000001,2147483647,1.949
"CW",3,"3A","50,000",0,1000001,0.751
"CW",3,"3A","50,000",1000001,3500001,1.277
"CW",3,"3A","50,000",3500001,5500001,1.481
"CW",3,"3A","50,000",5500001,10000001,1.611
"CW",3,"3A","50,000",10000001,2147483647,1.919
"CW",3,"3A","75,000",0,1000001,0.611
"CW",3,"3A","75,000",1000001,3500001,1.142
"CW",3,"3A","75,000",3500001,5500001,1.367
"CW",3,"3A","75,000",5500001,10000001,1.516
"CW",3,"3A","75,000",10000001,2147483647,1.895
"CW",3,"3A","100,000",0,1000001,0.516
"CW",3,"3A","100,000",1000001,3500001,1.042
"CW",3,"3A","100,000",3500001,5500001,1.277
"CW",3,"3A","100,000",5500001,10000001,1.44
"CW",3,"3A","100,000",10000001,2147483647,1.508
"CW",3,"3A","250,000",0,1000001,0.239
"CW",3,"3A","250,000",1000001,3500001,0.715
"CW",3,"3A","250,000",3500001,5500001,0.962
"CW",3,"3A","250,000",5500001,10000001,1.154
"CW",3,"3A","250,000",10000001,2147483647,1.239
"CW",3,"3A","500,000",0,1000001,0.156
"CW",3,"3A","500,000",1000001,3500001,0.482
"CW",3,"3A","500,000",3500001,5500001,0.715
"CW",3,"3A","500,000",5500001,10000001,0.909
"CW",3,"3A","500,000",10000001,2147483647,1
"CW",3,"3A","750,000",0,1000001,0.121
"CW",3,"3A","750,000",1000001,3500001,0.357
"CW",3,"3A","750,000",3500001,5500001,0.576
"CW",3,"3A","750,000",5500001,10000001,0.763
"CW",3,"3A","750,000",10000001,2147483647,0.854
"CW",3,"3A","1,000,000",0,1000001,0
"CW",3,"3A","1,000,000",1000001,3500001,0.273
"CW",3,"3A","1,000,000",3500001,5500001,0.482
"CW",3,"3A","1,000,000",5500001,10000001,0.663
"CW",3,"3A","1,000,000",10000001,2147483647,0.752
"CW",3,"3B","500",0,50001,1.311
"CW",3,"3B","500",50001,100001,1.604
"CW",3,"3B","500",100001,250001,1.757
"CW",3,"3B","500",250001,2147483647,1.997
"CW",3,"3B","1,000",0,50001,1.079
"CW",3,"3B","1,000",50001,100001,1.431
"CW",3,"3B","1,000",100001,250001,1.636
"CW",3,"3B","1,000",250001,2147483647,1.995
"CW",3,"3B","2,500",0,100001,1
"CW",3,"3B","2,500",100001,250001,1.412
"CW",3,"3B","2,500",250001,500001,1.604
"CW",3,"3B","2,500",500001,2147483647,1.99
"CW",3,"3B","5,000",0,100001,1.079
"CW",3,"3B","5,000",100001,250001,1.431
"CW",3,"3B","5,000",250001,500001,1.604
"CW",3,"3B","5,000",500001,2147483647,1.983
"CW",3,"3B","10,000",0,250001,0.831
"CW",3,"3B","10,000",250001,500001,1.218
"CW",3,"3B","10,000",500001,1000001,1.431
"CW",3,"3B","10,000",1000001,5000001,1.733
"CW",3,"3B","10,000",5000001,2147483647,1.973
"CW",3,"3B","25,000",0,500001,0.752
"CW",3,"3B","25,000",500001,1000001,1.142
"CW",3,"3B","25,000",1000001,5000001,1.553
"CW",3,"3B","25,000",5000001,10000001,1.733
"CW",3,"3B","25,000",10000001,2147483647,1.949
"CW",3,"3B","50,000",0,1000001,0.751
"CW",3,"3B","50,000",1000001,3500001,1.277
"CW",3,"3B","50,000",3500001,5500001,1.481
"CW",3,"3B","50,000",5500001,10000001,1.611
"CW",3,"3B","50,000",10000001,2147483647,1.919
"CW",3,"3B","75,000",0,1000001,0.611
"CW",3,"3B","75,000",1000001,3500001,1.142
"CW",3,"3B","75,000",3500001,5500001,1.367
"CW",3,"3B","75,000",5500001,10000001,1.516
"CW",3,"3B","75,000",10000001,2147483647,1.895
"CW",3,"3B","100,000",0,1000001,0.516
"CW",3,"3B","100,000",1000001,3500001,1.042
"CW",3,"3B","100,000",3500001,5500001,1.277
"CW",3,"3B","100,000",5500001,10000001,1.44
"CW",3,"3B","100,000",10000001,2147483647,1.508
"CW",3,"3B","250,000",0,1000001,0.239
"CW",3,"3B","250,000",1000001,3500001,0.715
"CW",3,"3B","250,000",3500001,5500001,0.962
"CW",3,"3B","250,000",5500001,10000001,1.154
"CW",3,"3B","250,000",10000001,2147483647,1.239
"CW",3,"3B","500,000",0,1000001,0.156
"CW",3,"3B","500,000",1000001,3500001,0.482
"CW",3,"3B","500,000",3500001,5500001,0.715
"CW",3,"3B","500,000",5500001,10000001,0.909
"CW",3,"3B","500,000",10000001,2147483647,1
"CW",3,"3B","750,000",0,1000001,0.121
"CW",3,"3B","750,000",1000001,3500001,0.357
"CW",3,"3B","750,000",3500001,5500001,0.576
