"StateCode","EQDeductibleTier","EQClass","EQDeductible","TotalPropertyValue_From","TotalPropertyValue_ToLessThan","Factor"
"CW",1,"4B","750,000",1000001,3500001,0.693
"CW",1,"4B","750,000",3500001,5500001,0.889
"CW",1,"4B","750,000",5500001,10000001,1.006
"CW",1,"4B","750,000",10000001,2147483647,1.289
"CW",1,"4B","1,000,000",0,1000001,0
"CW",1,"4B","1,000,000",1000001,3500001,0.59
"CW",1,"4B","1,000,000",3500001,5500001,0.815
"CW",1,"4B","1,000,000",5500001,10000001,0.948
"CW",1,"4B","1,000,000",10000001,2147483647,1.273
"CW",1,"4C","500",0,50001,1.208
"CW",1,"4C","500",50001,100001,1.278
"CW",1,"4C","500",100001,250001,1.309
"CW",1,"4C","500",250001,2147483647,1.354
"CW",1,"4C","1,000",0,50001,1.109
"CW",1,"4C","1,000",50001,100001,1.222
"CW",1,"4C","1,000",100001,250001,1.274
"CW",1,"4C","1,000",250001,2147483647,1.354
"CW",1,"4C","2,500",0,100001,1.109
"CW",1,"4C","2,500",100001,250001,1.234
"CW",1,"4C","2,500",250001,500001,1.278
"CW",1,"4C","2,500",500001,2147483647,1.353
"CW",1,"4C","5,000",0,100001,1.137
"CW",1,"4C","5,000",100001,250001,1.238
"CW",1,"4C","5,000",250001,500001,1.278
"CW",1,"4C","5,000",500001,2147483647,1.351
"CW",1,"4C","10,000",0,250001,1.039
"CW",1,"4C","10,000",250001,500001,1.181
"CW",1,"4C","10,000",500001,1000001,1.238
"CW",1,"4C","10,000",1000001,5000001,1.304
"CW",1,"4C","10,000",5000001,2147483647,1.349
"CW",1,"4C","25,000",0,500001,1
"CW",1,"4C","25,000",500001,1000001,1.158
"CW",1,"4C","25,000",1000001,5000001,1.267
"CW",1,"4C","25,000",5000001,10000001,1.304
"CW",1,"4C","25,000",10000001,2147483647,1.345
"CW",1,"4C","50,000",0,1000001,0.999
"CW",1,"4C","50,000",1000001,3500001,1.198
"CW",1,"4C","50,000",3500001,5500001,1.25
"CW",1,"4C","50,000",5500001,10000001,1.279
"CW",1,"4C","50,000",10000001,2147483647,1.339
"CW",1,"4C","75,000",0,1000001,0.919
"CW",1,"4C","75,000",1000001,3500001,1.158
"CW",1,"4C","75,000",3500001,5500001,1.222
"CW",1,"4C","75,000",5500001,10000001,1.258
"CW",1,"4C","75,000",10000001,2147483647,1.335
"CW",1,"4C","100,000",0,1000001,0.851
"CW",1,"4C","100,000",1000001,3500001,1.124
"CW",1,"4C","100,000",3500001,5500001,1.198
"CW",1,"4C","100,000",5500001,10000001,1.241
"CW",1,"4C","100,000",10000001,2147483647,1.331
"CW",1,"4C","250,000",0,1000001,0.561
"CW",1,"4C","250,000",1000001,3500001,0.98
"CW",1,"4C","250,000",3500001,5500001,1.095
"CW",1,"4C","250,000",5500001,10000001,1.162
"CW",1,"4C","250,000",10000001,2147483647,1.312
"CW",1,"4C","500,000",0,1000001,0.425
"CW",1,"4C","500,000",1000001,3500001,0.824
"CW",1,"4C","500,000",3500001,5500001,0.98
"CW",1,"4C","500,000",5500001,10000001,1.073
"CW",1,"4C","500,000",10000001,2147483647,1.29
"CW",1,"4C","750,000",0,1000001,0.354
"CW",1,"4C","750,000",1000001,3500001,0.707
"CW",1,"4C","750,000",3500001,5500001,0.895
"CW",1,"4C","750,000",5500001,10000001,1.006
"CW",1,"4C","750,000",10000001,2147483647,1.272
"CW",1,"4C","1,000,000",0,1000001,0
"CW",1,"4C","1,000,000",1000001,3500001,0.607
"CW",1,"4C","1,000,000",3500001,5500001,0.824
"CW",1,"4C","1,000,000",5500001,10000001,0.951
"CW",1,"4C","1,000,000",10000001,2147483647,1.257
"CW",1,"4D","500",0,50001,1.208
"CW",1,"4D","500",50001,100001,1.278
"CW",1,"4D","500",100001,250001,1.309
"CW",1,"4D","500",250001,2147483647,1.354
"CW",1,"4D","1,000",0,50001,1.109
"CW",1,"4D","1,000",50001,100001,1.222
"CW",1,"4D","1,000",100001,250001,1.274
"CW",1,"4D","1,000",250001,2147483647,1.354
"CW",1,"4D","2,500",0,100001,1.109
"CW",1,"4D","2,500",100001,250001,1.234
"CW",1,"4D","2,500",250001,500001,1.278
"CW",1,"4D","2,500",500001,2147483647,1.353
"CW",1,"4D","5,000",0,100001,1.137
"CW",1,"4D","5,000",100001,250001,1.238
"CW",1,"4D","5,000",250001,500001,1.278
"CW",1,"4D","5,000",500001,2147483647,1.351
"CW",1,"4D","10,000",0,250001,1.039
"CW",1,"4D","10,000",250001,500001,1.181
"CW",1,"4D","10,000",500001,1000001,1.238
"CW",1,"4D","10,000",1000001,5000001,1.304
"CW",1,"4D","10,000",5000001,2147483647,1.349
"CW",1,"4D","25,000",0,500001,1
"CW",1,"4D","25,000",500001,1000001,1.158
"CW",1,"4D","25,000",1000001,5000001,1.267
"CW",1,"4D","25,000",5000001,10000001,1.304
"CW",1,"4D","25,000",10000001,2147483647,1.345
"CW",1,"4D","50,000",0,1000001,0.999
"CW",1,"4D","50,000",1000001,3500001,1.198
"CW",1,"4D","50,000",3500001,5500001,1.25
"CW",1,"4D","50,000",5500001,10000001,1.279
"CW",1,"4D","50,000",10000001,2147483647,1.339
"CW",1,"4D","75,000",0,1000001,0.919
"CW",1,"4D","75,000",1000001,3500001,1.158
"CW",1,"4D","75,000",3500001,5500001,1.222
"CW",1,"4D","75,000",5500001,10000001,1.258
"CW",1,"4D","75,000",10000001,2147483647,1.335
"CW",1,"4D","100,000",0,1000001,0.851
"CW",1,"4D","100,000",1000001,3500001,1.124
"CW",1,"4D","100,000",3500001,5500001,1.198
"CW",1,"4D","100,000",5500001,10000001,1.241
"CW",1,"4D","100,000",10000001,2147483647,1.331
"CW",1,"4D","250,000",0,1000001,0.561
"CW",1,"4D","250,000",1000001,3500001,0.98
"CW",1,"4D","250,000",3500001,5500001,1.095
"CW",1,"4D","250,000",5500001,10000001,1.162
"CW",1,"4D","250,000",10000001,2147483647,1.312
"CW",1,"4D","500,000",0,1000001,0.425
"CW",1,"4D","500,000",1000001,3500001,0.824
"CW",1,"4D","500,000",3500001,5500001,0.98
"CW",1,"4D","500,000",5500001,10000001,1.073
"CW",1,"4D","500,000",10000001,2147483647,1.29
"CW",1,"4D","750,000",0,1000001,0.354
"CW",1,"4D","750,000",1000001,3500001,0.707
"CW",1,"4D","750,000",3500001,5500001,0.895
"CW",1,"4D","750,000",5500001,10000001,1.006
"CW",1,"4D","750,000",10000001,2147483647,1.272
"CW",1,"4D","1,000,000",0,1000001,0
"CW",1,"4D","1,000,000",1000001,3500001,0.607
"CW",1,"4D","1,000,000",3500001,5500001,0.824
"CW",1,"4D","1,000,000",5500001,10000001,0.951
"CW",1,"4D","1,000,000",10000001,2147483647,1.257
"CW",1,"5A","500",0,50001,1.221
"CW",1,"5A","500",50001,100001,1.295
"CW",1,"5A","500",100001,250001,1.328
"CW",1,"5A","500",250001,2147483647,1.375
"CW",1,"5A","1,000",0,50001,1.146
"CW",1,"5A","1,000",50001,100001,1.254
"CW",1,"5A","1,000",100001,250001,1.302
"CW",1,"5A","1,000",250001,2147483647,1.374
"CW",1,"5A","2,500",0,100001,1.116
"CW",1,"5A","2,500",100001,250001,1.249
"CW",1,"5A","2,500",250001,500001,1.295
"CW",1,"5A","2,500",500001,2147483647,1.373
"CW",1,"5A","5,000",0,100001,1.146
"CW",1,"5A","5,000",100001,250001,1.254
"CW",1,"5A","5,000",250001,500001,1.295
"CW",1,"5A","5,000",500001,2147483647,1.372
"CW",1,"5A","10,000",0,250001,1.041
"CW",1,"5A","10,000",250001,500001,1.193
"CW",1,"5A","10,000",500001,1000001,1.254
"CW",1,"5A","10,000",1000001,5000001,1.323
"CW",1,"5A","10,000",5000001,2147483647,1.37
"CW",1,"5A","25,000",0,500001,1
"CW",1,"5A","25,000",500001,1000001,1.168
"CW",1,"5A","25,000",1000001,5000001,1.284
"CW",1,"5A","25,000",5000001,10000001,1.323
"CW",1,"5A","25,000",10000001,2147483647,1.365
"CW",1,"5A","50,000",0,1000001,0.999
"CW",1,"5A","50,000",1000001,3500001,1.211
"CW",1,"5A","50,000",3500001,5500001,1.266
"CW",1,"5A","50,000",5500001,10000001,1.297
"CW",1,"5A","50,000",10000001,2147483647,1.36
"CW",1,"5A","75,000",0,1000001,0.914
"CW",1,"5A","75,000",1000001,3500001,1.168
"CW",1,"5A","75,000",3500001,5500001,1.236
"CW",1,"5A","75,000",5500001,10000001,1.275
"CW",1,"5A","75,000",10000001,2147483647,1.355
"CW",1,"5A","100,000",0,1000001,0.843
"CW",1,"5A","100,000",1000001,3500001,1.132
"CW",1,"5A","100,000",3500001,5500001,1.211
"CW",1,"5A","100,000",5500001,10000001,1.256
"CW",1,"5A","100,000",10000001,2147483647,1.351
"CW",1,"5A","250,000",0,1000001,0.542
"CW",1,"5A","250,000",1000001,3500001,0.979
"CW",1,"5A","250,000",3500001,5500001,1.101
"CW",1,"5A","250,000",5500001,10000001,1.172
"CW",1,"5A","250,000",10000001,2147483647,1.332
"CW",1,"5A","500,000",0,1000001,0.405
"CW",1,"5A","500,000",1000001,3500001,0.815
"CW",1,"5A","500,000",3500001,5500001,0.979
"CW",1,"5A","500,000",5500001,10000001,1.078
"CW",1,"5A","500,000",10000001,2147483647,1.308
"CW",1,"5A","750,000",0,1000001,0.335
"CW",1,"5A","750,000",1000001,3500001,0.693
"CW",1,"5A","750,000",3500001,5500001,0.889
"CW",1,"5A","750,000",5500001,10000001,1.006
"CW",1,"5A","750,000",10000001,2147483647,1.289
"CW",1,"5A","1,000,000",0,1000001,0
"CW",1,"5A","1,000,000",1000001,3500001,0.59
"CW",1,"5A","1,000,000",3500001,5500001,0.815
"CW",1,"5A","1,000,000",5500001,10000001,0.948
"CW",1,"5A","1,000,000",10000001,2147483647,1.273
"CW",1,"5AA","500",0,50001,1.208
"CW",1,"5AA","500",50001,100001,1.278
"CW",1,"5AA","500",100001,250001,1.309
"CW",1,"5AA","500",250001,2147483647,1.354
"CW",1,"5AA","1,000",0,50001,1.109
"CW",1,"5AA","1,000",50001,100001,1.222
"CW",1,"5AA","1,000",100001,250001,1.274
"CW",1,"5AA","1,000",250001,2147483647,1.354
"CW",1,"5AA","2,500",0,100001,1.109
"CW",1,"5AA","2,500",100001,250001,1.234
"CW",1,"5AA","2,500",250001,500001,1.278
"CW",1,"5AA","2,500",500001,2147483647,1.353
"CW",1,"5AA","5,000",0,100001,1.137
"CW",1,"5AA","5,000",100001,250001,1.238
"CW",1,"5AA","5,000",250001,500001,1.278
"CW",1,"5AA","5,000",500001,2147483647,1.351
"CW",1,"5AA","10,000",0,250001,1.039
"CW",1,"5AA","10,000",250001,500001,1.181
"CW",1,"5AA","10,000",500001,1000001,1.238
"CW",1,"5AA","10,000",1000001,5000001,1.304
"CW",1,"5AA","10,000",5000001,2147483647,1.349
"CW",1,"5AA","25,000",0,500001,1
"CW",1,"5AA","25,000",500001,1000001,1.158
"CW",1,"5AA","25,000",1000001,5000001,1.267
"CW",1,"5AA","25,000",5000001,10000001,1.304
"CW",1,"5AA","25,000",10000001,2147483647,1.345
"CW",1,"5AA","50,000",0,1000001,0.999
"CW",1,"5AA","50,000",1000001,3500001,1.198
"CW",1,"5AA","50,000",3500001,5500001,1.25
"CW",1,"5AA","50,000",5500001,10000001,1.279
"CW",1,"5AA","50,000",10000001,2147483647,1.339
"CW",1,"5AA","75,000",0,1000001,0.919
"CW",1,"5AA","75,000",1000001,3500001,1.158
"CW",1,"5AA","75,000",3500001,5500001,1.222
"CW",1,"5AA","75,000",5500001,10000001,1.258
"CW",1,"5AA","75,000",10000001,2147483647,1.335
"CW",1,"5AA","100,000",0,1000001,0.851
"CW",1,"5AA","100,000",1000001,3500001,1.124
"CW",1,"5AA","100,000",3500001,5500001,1.198
"CW",1,"5AA","100,000",5500001,10000001,1.241
"CW",1,"5AA","100,000",10000001,2147483647,1.331
"CW",1,"5AA","250,000",0,1000001,0.561
"CW",1,"5AA","250,000",1000001,3500001,0.98
"CW",1,"5AA","250,000",3500001,5500001,1.095
"CW",1,"5AA","250,000",5500001,10000001,1.162
"CW",1,"5AA","250,000",10000001,2147483647,1.312
"CW",1,"5AA","500,000",0,1000001,0.425
"CW",1,"5AA","500,000",1000001,3500001,0.824
"CW",1,"5AA","500,000",3500001,5500001,0.98
"CW",1,"5AA","500,000",5500001,10000001,1.073
"CW",1,"5AA","500,000",10000001,2147483647,1.29
"CW",1,"5AA","750,000",0,1000001,0.354
"CW",1,"5AA","750,000",1000001,3500001,0.707
"CW",1,"5AA","750,000",3500001,5500001,0.895
"CW",1,"5AA","750,000",5500001,10000001,1.006
"CW",1,"5AA","750,000",10000001,2147483647,1.272
"CW",1,"5AA","1,000,000",0,1000001,0
"CW",1,"5AA","1,000,000",1000001,3500001,0.607
"CW",1,"5AA","1,000,000",3500001,5500001,0.824
"CW",1,"5AA","1,000,000",5500001,10000001,0.951
"CW",1,"5AA","1,000,000",10000001,2147483647,1.257
"CW",1,"5B","500",0,50001,1.208
"CW",1,"5B","500",50001,100001,1.278
"CW",1,"5B","500",100001,250001,1.309
"CW",1,"5B","500",250001,2147483647,1.354
"CW",1,"5B","1,000",0,50001,1.109
"CW",1,"5B","1,000",50001,100001,1.222
"CW",1,"5B","1,000",100001,250001,1.274
"CW",1,"5B","1,000",250001,2147483647,1.354
"CW",1,"5B","2,500",0,100001,1.109
"CW",1,"5B","2,500",100001,250001,1.234
"CW",1,"5B","2,500",250001,500001,1.278
"CW",1,"5B","2,500",500001,2147483647,1.353
"CW",1,"5B","5,000",0,100001,1.137
"CW",1,"5B","5,000",100001,250001,1.238
"CW",1,"5B","5,000",250001,500001,1.278
"CW",1,"5B","5,000",500001,2147483647,1.351
"CW",1,"5B","10,000",0,250001,1.039
"CW",1,"5B","10,000",250001,500001,1.181
"CW",1,"5B","10,000",500001,1000001,1.238
"CW",1,"5B","10,000",1000001,5000001,1.304
"CW",1,"5B","10,000",5000001,2147483647,1.349
"CW",1,"5B","25,000",0,500001,1
"CW",1,"5B","25,000",500001,1000001,1.158
"CW",1,"5B","25,000",1000001,5000001,1.267
"CW",1,"5B","25,000",5000001,10000001,1.304
"CW",1,"5B","25,000",10000001,2147483647,1.345
"CW",1,"5B","50,000",0,1000001,0.999
"CW",1,"5B","50,000",1000001,3500001,1.198
"CW",1,"5B","50,000",3500001,5500001,1.25
"CW",1,"5B","50,000",5500001,10000001,1.279
"CW",1,"5B","50,000",10000001,2147483647,1.339
"CW",1,"5B","75,000",0,1000001,0.919
"CW",1,"5B","75,000",1000001,3500001,1.158
"CW",1,"5B","75,000",3500001,5500001,1.222
"CW",1,"5B","75,000",5500001,10000001,1.258
"CW",1,"5B","75,000",10000001,2147483647,1.335
"CW",1,"5B","100,000",0,1000001,0.851
"CW",1,"5B","100,000",1000001,3500001,1.124
"CW",1,"5B","100,000",3500001,5500001,1.198
"CW",1,"5B","100,000",5500001,10000001,1.241
"CW",1,"5B","100,000",10000001,2147483647,1.331
"CW",1,"5B","250,000",0,1000001,0.561
"CW",1,"5B","250,000",1000001,3500001,0.98
"CW",1,"5B","250,000",3500001,5500001,1.095
"CW",1,"5B","250,000",5500001,10000001,1.162
"CW",1,"5B","250,000",10000001,2147483647,1.312
"CW",1,"5B","500,000",0,1000001,0.425
"CW",1,"5B","500,000",1000001,3500001,0.824
"CW",1,"5B","500,000",3500001,5500001,0.98
"CW",1,"5B","500,000",5500001,10000001,1.073
"CW",1,"5B","500,000",10000001,2147483647,1.29
"CW",1,"5B","750,000",0,1000001,0.354
"CW",1,"5B","750,000",1000001,3500001,0.707
"CW",1,"5B","750,000",3500001,5500001,0.895
"CW",1,"5B","750,000",5500001,10000001,1.006
"CW",1,"5B","750,000",10000001,2147483647,1.272
"CW",1,"5B","1,000,000",0,1000001,0
"CW",1,"5B","1,000,000",1000001,3500001,0.607
"CW",1,"5B","1,000,000",3500001,5500001,0.824
"CW",1,"5B","1,000,000",5500001,10000001,0.951
"CW",1,"5B","1,000,000",10000001,2147483647,1.257
"CW",1,"5C","500",0,50001,1.208
"CW",1,"5C","500",50001,100001,1.278
"CW",1,"5C","500",100001,250001,1.309
"CW",1,"5C","500",250001,2147483647,1.354
"CW",1,"5C","1,000",0,50001,1.109
"CW",1,"5C","1,000",50001,100001,1.222
"CW",1,"5C","1,000",100001,250001,1.274
"CW",1,"5C","1,000",250001,2147483647,1.354
"CW",1,"5C","2,500",0,100001,1.109
"CW",1,"5C","2,500",100001,250001,1.234
"CW",1,"5C","2,500",250001,500001,1.278
"CW",1,"5C","2,500",500001,2147483647,1.353
"CW",1,"5C","5,000",0,100001,1.137
"CW",1,"5C","5,000",100001,250001,1.238
"CW",1,"5C","5,000",250001,500001,1.278
"CW",1,"5C","5,000",500001,2147483647,1.351
"CW",1,"5C","10,000",0,250001,1.039
"CW",1,"5C","10,000",250001,500001,1.181
"CW",1,"5C","10,000",500001,1000001,1.238
"CW",1,"5C","10,000",1000001,5000001,1.304
"CW",1,"5C","10,000",5000001,2147483647,1.349
"CW",1,"5C","25,000",0,500001,1
"CW",1,"5C","25,000",500001,1000001,1.158
"CW",1,"5C","25,000",1000001,5000001,1.267
"CW",1,"5C","25,000",5000001,10000001,1.304
"CW",1,"5C","25,000",10000001,2147483647,1.345
"CW",1,"5C","50,000",0,1000001,0.999
"CW",1,"5C","50,000",1000001,3500001,1.198
"CW",1,"5C","50,000",3500001,5500001,1.25
"CW",1,"5C","50,000",5500001,10000001,1.279
"CW",1,"5C","50,000",10000001,2147483647,1.339
"CW",1,"5C","75,000",0,1000001,0.919
"CW",1,"5C","75,000",1000001,3500001,1.158
"CW",1,"5C","75,000",3500001,5500001,1.222
"CW",1,"5C","75,000",5500001,10000001,1.258
"CW",1,"5C","75,000",10000001,2147483647,1.335
"CW",1,"5C","100,000",0,1000001,0.851
"CW",1,"5C","100,000",1000001,3500001,1.124
"CW",1,"5C","100,000",3500001,5500001,1.198
"CW",1,"5C","100,000",5500001,10000001,1.241
"CW",1,"5C","100,000",10000001,2147483647,1.331
"CW",1,"5C","250,000",0,1000001,0.561
"CW",1,"5C","250,000",1000001,3500001,0.98
"CW",1,"5C","250,000",3500001,5500001,1.095
"CW",1,"5C","250,000",5500001,10000001,1.162
"CW",1,"5C","250,000",10000001,2147483647,1.312
"CW",1,"5C","500,000",0,1000001,0.425
"CW",1,"5C","500,000",1000001,3500001,0.824
"CW",1,"5C","500,000",3500001,5500001,0.98
"CW",1,"5C","500,000",5500001,10000001,1.073
"CW",1,"5C","500,000",10000001,2147483647,1.29
"CW",1,"5C","750,000",0,1000001,0.354
"CW",1,"5C","750,000",1000001,3500001,0.707
"CW",1,"5C","750,000",3500001,5500001,0.895
"CW",1,"5C","750,000",5500001,10000001,1.006
"CW",1,"5C","750,000",10000001,2147483647,1.272
"CW",1,"5C","1,000,000",0,1000001,0
"CW",1,"5C","1,000,000",1000001,3500001,0.607
"CW",1,"5C","1,000,000",3500001,5500001,0.824
"CW",1,"5C","1,000,000",5500001,10000001,0.951
"CW",1,"5C","1,000,000",10000001,2147483647,1.257
"CW",2,"1C","500",0,50001,1.147
"CW",2,"1C","500",50001,100001,1.261
"CW",2,"1C","500",100001,250001,1.316
"CW",2,"1C","500",250001,2147483647,1.4
"CW",2,"1C","1,000",0,50001,1.04
"CW",2,"1C","1,000",50001,100001,1.196
"CW",2,"1C","1,000",100001,250001,1.273
"CW",2,"1C","1,000",250001,2147483647,1.399
"CW",2,"1C","2,500",0,100001,1
"CW",2,"1C","2,500",100001,250001,1.188
"CW",2,"1C","2,500",250001,500001,1.261
"CW",2,"1C","2,500",500001,2147483647,1.397
"CW",2,"1C","5,000",0,100001,1.04
"CW",2,"1C","5,000",100001,250001,1.196
"CW",2,"1C","5,000",250001,500001,1.261
"CW",2,"1C","5,000",500001,2147483647,1.395
"CW",2,"1C","10,000",0,250001,0.905
"CW",2,"1C","10,000",250001,500001,1.106
"CW",2,"1C","10,000",500001,1000001,1.196
"CW",2,"1C","10,000",1000001,5000001,1.308
"CW",2,"1C","10,000",5000001,2147483647,1.391
"CW",2,"1C","25,000",0,500001,0.855
"CW",2,"1C","25,000",500001,1000001,1.071
"CW",2,"1C","25,000",1000001,5000001,1.243
"CW",2,"1C","25,000",5000001,10000001,1.308
"CW",2,"1C","25,000",10000001,2147483647,1.382
"CW",2,"1C","50,000",0,1000001,0.854
"CW",2,"1C","50,000",1000001,3500001,1.132
"CW",2,"1C","50,000",3500001,5500001,1.215
"CW",2,"1C","50,000",5500001,10000001,1.264
"CW",2,"1C","50,000",10000001,2147483647,1.372
"CW",2,"1C","75,000",0,1000001,0.756
"CW",2,"1C","75,000",1000001,3500001,1.071
"CW",2,"1C","75,000",3500001,5500001,1.17
"CW",2,"1C","75,000",5500001,10000001,1.229
"CW",2,"1C","75,000",10000001,2147483647,1.363
"CW",2,"1C","100,000",0,1000001,0.68
"CW",2,"1C","100,000",1000001,3500001,1.022
"CW",2,"1C","100,000",3500001,5500001,1.132
"CW",2,"1C","100,000",5500001,10000001,1.2
"CW",2,"1C","100,000",10000001,2147483647,1.356
"CW",2,"1C","250,000",0,1000001,0.398
"CW",2,"1C","250,000",1000001,3500001,0.83
"CW",2,"1C","250,000",3500001,5500001,0.98
"CW",2,"1C","250,000",5500001,10000001,1.076
"CW",2,"1C","250,000",10000001,2147483647,1.322
"CW",2,"1C","500,000",0,1000001,0.287
"CW",2,"1C","500,000",1000001,3500001,0.651
"CW",2,"1C","500,000",3500001,5500001,0.83
"CW",2,"1C","500,000",5500001,10000001,0.95
"CW",2,"1C","500,000",10000001,2147483647,1.283
"CW",2,"1C","750,000",0,1000001,0.234
"CW",2,"1C","750,000",1000001,3500001,0.532
"CW",2,"1C","750,000",3500001,5500001,0.729
"CW",2,"1C","750,000",5500001,10000001,0.862
"CW",2,"1C","750,000",10000001,2147483647,1.252
"CW",2,"1C","1,000,000",0,1000001,0
"CW",2,"1C","1,000,000",1000001,3500001,0.439
"CW",2,"1C","1,000,000",3500001,5500001,0.651
"CW",2,"1C","1,000,000",5500001,10000001,0.794
"CW",2,"1C","1,000,000",10000001,2147483647,1.226
"CW",2,"1D","500",0,50001,1.147
"CW",2,"1D","500",50001,100001,1.261
"CW",2,"1D","500",100001,250001,1.316
"CW",2,"1D","500",250001,2147483647,1.4
"CW",2,"1D","1,000",0,50001,1.04
"CW",2,"1D","1,000",50001,100001,1.196
"CW",2,"1D","1,000",100001,250001,1.273
"CW",2,"1D","1,000",250001,2147483647,1.399
"CW",2,"1D","2,500",0,100001,1
"CW",2,"1D","2,500",100001,250001,1.188
"CW",2,"1D","2,500",250001,500001,1.261
"CW",2,"1D","2,500",500001,2147483647,1.397
"CW",2,"1D","5,000",0,100001,1.04
"CW",2,"1D","5,000",100001,250001,1.196
"CW",2,"1D","5,000",250001,500001,1.261
"CW",2,"1D","5,000",500001,2147483647,1.395
"CW",2,"1D","10,000",0,250001,0.905
"CW",2,"1D","10,000",250001,500001,1.106
"CW",2,"1D","10,000",500001,1000001,1.196
"CW",2,"1D","10,000",1000001,5000001,1.308
"CW",2,"1D","10,000",5000001,2147483647,1.391
"CW",2,"1D","25,000",0,500001,0.855
"CW",2,"1D","25,000",500001,1000001,1.071
"CW",2,"1D","25,000",1000001,5000001,1.243
"CW",2,"1D","25,000",5000001,10000001,1.308
"CW",2,"1D","25,000",10000001,2147483647,1.382
"CW",2,"1D","50,000",0,1000001,0.854
"CW",2,"1D","50,000",1000001,3500001,1.132
"CW",2,"1D","50,000",3500001,5500001,1.215
"CW",2,"1D","50,000",5500001,10000001,1.264
"CW",2,"1D","50,000",10000001,2147483647,1.372
"CW",2,"1D","75,000",0,1000001,0.756
"CW",2,"1D","75,000",1000001,3500001,1.071
"CW",2,"1D","75,000",3500001,5500001,1.17
"CW",2,"1D","75,000",5500001,10000001,1.229
"CW",2,"1D","75,000",10000001,2147483647,1.363
"CW",2,"1D","100,000",0,1000001,0.68
"CW",2,"1D","100,000",1000001,3500001,1.022
"CW",2,"1D","100,000",3500001,5500001,1.132
"CW",2,"1D","100,000",5500001,10000001,1.2
"CW",2,"1D","100,000",10000001,2147483647,1.356
"CW",2,"1D","250,000",0,1000001,0.398
"CW",2,"1D","250,000",1000001,3500001,0.83
"CW",2,"1D","250,000",3500001,5500001,0.98
"CW",2,"1D","250,000",5500001,10000001,1.076
"CW",2,"1D","250,000",10000001,2147483647,1.322
"CW",2,"1D","500,000",0,1000001,0.287
"CW",2,"1D","500,000",1000001,3500001,0.651
"CW",2,"1D","500,000",3500001,5500001,0.83
"CW",2,"1D","500,000",5500001,10000001,0.95
"CW",2,"1D","500,000",10000001,2147483647,1.283
"CW",2,"1D","750,000",0,1000001,0.234
"CW",2,"1D","750,000",1000001,3500001,0.532
"CW",2,"1D","750,000",3500001,5500001,0.729
"CW",2,"1D","750,000",5500001,10000001,0.862
"CW",2,"1D","750,000",10000001,2147483647,1.252
"CW",2,"1D","1,000,000",0,1000001,0
"CW",2,"1D","1,000,000",1000001,3500001,0.439
"CW",2,"1D","1,000,000",3500001,5500001,0.651
"CW",2,"1D","1,000,000",5500001,10000001,0.794
"CW",2,"1D","1,000,000",10000001,2147483647,1.226
"CW",2,"2A","500",0,50001,1.243
"CW",2,"2A","500",50001,100001,1.46
"CW",2,"2A","500",100001,250001,1.571
"CW",2,"2A","500",250001,2147483647,1.754
"CW",2,"2A","1,000",0,50001,1.063
"CW",2,"2A","1,000",50001,100001,1.333
"CW",2,"2A","1,000",100001,250001,1.484
"CW",2,"2A","1,000",250001,2147483647,1.752
"CW",2,"2A","2,500",0,100001,1
"CW",2,"2A","2,500",100001,250001,1.319
"CW",2,"2A","2,500",250001,500001,1.46
"CW",2,"2A","2,500",500001,2147483647,1.747
"CW",2,"2A","5,000",0,100001,1.063
"CW",2,"2A","5,000",100001,250001,1.333
"CW",2,"2A","5,000",250001,500001,1.46
"CW",2,"2A","5,000",500001,2147483647,1.742
"CW",2,"2A","10,000",0,250001,0.86
"CW",2,"2A","10,000",250001,500001,1.172
"CW",2,"2A","10,000",500001,1000001,1.333
"CW",2,"2A","10,000",1000001,5000001,1.554
"CW",2,"2A","10,000",5000001,2147483647,1.733
"CW",2,"2A","25,000",0,500001,0.792
"CW",2,"2A","25,000",500001,1000001,1.113
"CW",2,"2A","25,000",1000001,5000001,1.423
"CW",2,"2A","25,000",5000001,10000001,1.554
"CW",2,"2A","25,000",10000001,2147483647,1.715
"CW",2,"2A","50,000",0,1000001,0.791
"CW",2,"2A","50,000",1000001,3500001,1.218
"CW",2,"2A","50,000",3500001,5500001,1.37
"CW",2,"2A","50,000",5500001,10000001,1.465
"CW",2,"2A","50,000",10000001,2147483647,1.692
"CW",2,"2A","75,000",0,1000001,0.666
"CW",2,"2A","75,000",1000001,3500001,1.113
"CW",2,"2A","75,000",3500001,5500001,1.285
"CW",2,"2A","75,000",5500001,10000001,1.396
"CW",2,"2A","75,000",10000001,2147483647,1.673
"CW",2,"2A","100,000",0,1000001,0.577
"CW",2,"2A","100,000",1000001,3500001,1.034
"CW",2,"2A","100,000",3500001,5500001,1.218
"CW",2,"2A","100,000",5500001,10000001,1.34
"CW",2,"2A","100,000",10000001,2147483647,1.657
"CW",2,"2A","250,000",0,1000001,0.295
"CW",2,"2A","250,000",1000001,3500001,0.759
"CW",2,"2A","250,000",3500001,5500001,0.969
"CW",2,"2A","250,000",5500001,10000001,1.122
"CW",2,"2A","250,000",10000001,2147483647,1.585
"CW",2,"2A","500,000",0,1000001,0.202
"CW",2,"2A","500,000",1000001,3500001,0.545
"CW",2,"2A","500,000",3500001,5500001,0.759
"CW",2,"2A","500,000",5500001,10000001,0.925
"CW",2,"2A","500,000",10000001,2147483647,1.503
"CW",2,"2A","750,000",0,1000001,0.16
