"StateCode","Limit_From","Limit_ToLessThan","ConstructionCode","Factor_From","Factor_ToLessThan",
"CW",700000,750000,2,0.837,0.827
"CW",700000,750000,3,0.837,0.827
"CW",700000,750000,4,0.773,0.759
"CW",700000,750000,5,0.773,0.759
"CW",700000,750000,6,0.773,0.759
"CW",750000,800000,1,0.827,0.817
"CW",750000,800000,2,0.827,0.817
"CW",750000,800000,3,0.827,0.817
"CW",750000,800000,4,0.759,0.747
"CW",750000,800000,5,0.759,0.747
"CW",750000,800000,6,0.759,0.747
"CW",800000,850000,1,0.817,0.809
"CW",800000,850000,2,0.817,0.809
"CW",800000,850000,3,0.817,0.809
"CW",800000,850000,4,0.747,0.736
"CW",800000,850000,5,0.747,0.736
"CW",800000,850000,6,0.747,0.736
"CW",850000,900000,1,0.809,0.801
"CW",850000,900000,2,0.809,0.801
"CW",850000,900000,3,0.809,0.801
"CW",850000,900000,4,0.736,0.725
"CW",850000,900000,5,0.736,0.725
"CW",850000,900000,6,0.736,0.725
"CW",900000,950000,1,0.801,0.793
"CW",900000,950000,2,0.801,0.793
"CW",900000,950000,3,0.801,0.793
"CW",900000,950000,4,0.725,0.716
"CW",900000,950000,5,0.725,0.716
"CW",900000,950000,6,0.725,0.716
"CW",950000,1000000,1,0.793,0.786
"CW",950000,1000000,2,0.793,0.786
"CW",950000,1000000,3,0.793,0.786
"CW",950000,1000000,4,0.716,0.706
"CW",950000,1000000,5,0.716,0.706
"CW",950000,1000000,6,0.716,0.706
"CW",1000000,1250000,1,0.786,0.757
"CW",1000000,1250000,2,0.786,0.757
"CW",1000000,1250000,3,0.786,0.757
"CW",1000000,1250000,4,0.706,0.668
"CW",1000000,1250000,5,0.706,0.668
"CW",1000000,1250000,6,0.706,0.668
"CW",1250000,1500000,1,0.757,0.733
"CW",1250000,1500000,2,0.757,0.733
"CW",1250000,1500000,3,0.757,0.733
"CW",1250000,1500000,4,0.668,0.638
"CW",1250000,1500000,5,0.668,0.638
"CW",1250000,1500000,6,0.668,0.638
"CW",1500000,1750000,1,0.733,0.714
"CW",1500000,1750000,2,0.733,0.714
"CW",1500000,1750000,3,0.733,0.714
"CW",1500000,1750000,4,0.638,0.614
"CW",1500000,1750000,5,0.638,0.614
"CW",1500000,1750000,6,0.638,0.614
"CW",1750000,2000000,1,0.714,0.697
"CW",1750000,2000000,2,0.714,0.697
"CW",1750000,2000000,3,0.714,0.697
"CW",1750000,2000000,4,0.614,0.594
"CW",1750000,2000000,5,0.614,0.594
"CW",1750000,2000000,6,0.614,0.594
"CW",2000000,2250000,1,0.697,0.683
"CW",2000000,2250000,2,0.697,0.683
"CW",2000000,2250000,3,0.697,0.683
"CW",2000000,2250000,4,0.594,0.577
"CW",2000000,2250000,5,0.594,0.577
"CW",2000000,2250000,6,0.594,0.577
"CW",2250000,2500000,1,0.683,0.671
"CW",2250000,2500000,2,0.683,0.671
"CW",2250000,2500000,3,0.683,0.671
"CW",2250000,2500000,4,0.577,0.561
"CW",2250000,2500000,5,0.577,0.561
"CW",2250000,2500000,6,0.577,0.561
"CW",2500000,2750000,1,0.671,0.66
"CW",2500000,2750000,2,0.671,0.66
"CW",2500000,2750000,3,0.671,0.66
"CW",2500000,2750000,4,0.561,0.548
"CW",2500000,2750000,5,0.561,0.548
