"StateCode","EQDeductibleTier","EQClass","EQDeductible","EQSubLimitPct_From","EQSubLimitPct_ToLessThan","TotalPropertyValue_From","TotalPropertyValue_ToLessThan","Factor_From","Factor_ToLessThan",
"CW",1,"1C","50,000",1,2,0,1000001,1.76,1.72
"CW",1,"1C","50,000",1,2,1000001,3500001,3.52,3.24
"CW",1,"1C","50,000",1,2,3500001,5500001,4.48,4.04
"CW",1,"1C","50,000",1,2,5500001,10000001,5.28,4.64
"CW",1,"1C","50,000",1,2,10000001,2147483647,6.56,5.44
"CW",1,"1C","50,000",2,3,0,1000001,1.72,1.68
"CW",1,"1C","50,000",2,3,1000001,3500001,3.24,3.067
"CW",1,"1C","50,000",2,3,3500001,5500001,4.04,3.707
"CW",1,"1C","50,000",2,3,5500001,10000001,4.64,4.187
"CW",1,"1C","50,000",2,3,10000001,2147483647,5.44,4.8
"CW",1,"1C","50,000",3,4,0,1000001,1.68,1.64
"CW",1,"1C","50,000",3,4,1000001,3500001,3.067,2.9
"CW",1,"1C","50,000",3,4,3500001,5500001,3.707,3.46
"CW",1,"1C","50,000",3,4,5500001,10000001,4.187,3.84
"CW",1,"1C","50,000",3,4,10000001,2147483647,4.8,4.36
"CW",1,"1C","50,000",4,5,0,1000001,1.64,1.616
"CW",1,"1C","50,000",4,5,1000001,3500001,2.9,2.752
"CW",1,"1C","50,000",4,5,3500001,5500001,3.46,3.248
"CW",1,"1C","50,000",4,5,5500001,10000001,3.84,3.584
"CW",1,"1C","50,000",4,5,10000001,2147483647,4.36,4.016
"CW",1,"1C","50,000",5,10,0,1000001,1.616,1.464
"CW",1,"1C","50,000",5,10,1000001,3500001,2.752,2.288
"CW",1,"1C","50,000",5,10,3500001,5500001,3.248,2.6
"CW",1,"1C","50,000",5,10,5500001,10000001,3.584,2.8
"CW",1,"1C","50,000",5,10,10000001,2147483647,4.016,3.04
"CW",1,"1C","50,000",10,15,0,1000001,1.464,1.36
"CW",1,"1C","50,000",10,15,1000001,3500001,2.288,2
"CW",1,"1C","50,000",10,15,3500001,5500001,2.6,2.235
"CW",1,"1C","50,000",10,15,5500001,10000001,2.8,2.373
"CW",1,"1C","50,000",10,15,10000001,2147483647,3.04,2.544
"CW",1,"1C","50,000",15,20,0,1000001,1.36,1.272
"CW",1,"1C","50,000",15,20,1000001,3500001,2,1.804
"CW",1,"1C","50,000",15,20,3500001,5500001,2.235,1.988
"CW",1,"1C","50,000",15,20,5500001,10000001,2.373,2.096
"CW",1,"1C","50,000",15,20,10000001,2147483647,2.544,2.232
"CW",1,"1C","50,000",20,25,0,1000001,1.272,1.206
"CW",1,"1C","50,000",20,25,1000001,3500001,1.804,1.658
"CW",1,"1C","50,000",20,25,3500001,5500001,1.988,1.808
"CW",1,"1C","50,000",20,25,5500001,10000001,2.096,1.901
"CW",1,"1C","50,000",20,25,10000001,2147483647,2.232,2.006
"CW",1,"1C","50,000",25,30,0,1000001,1.206,1.152
"CW",1,"1C","50,000",25,30,1000001,3500001,1.658,1.541
"CW",1,"1C","50,000",25,30,3500001,5500001,1.808,1.672
"CW",1,"1C","50,000",25,30,5500001,10000001,1.901,1.749
"CW",1,"1C","50,000",25,30,10000001,2147483647,2.006,1.84
"CW",1,"1C","50,000",30,35,0,1000001,1.152,1.106
"CW",1,"1C","50,000",30,35,1000001,3500001,1.541,1.449
"CW",1,"1C","50,000",30,35,3500001,5500001,1.672,1.563
"CW",1,"1C","50,000",30,35,5500001,10000001,1.749,1.63
"CW",1,"1C","50,000",30,35,10000001,2147483647,1.84,1.707
"CW",1,"1C","50,000",35,40,0,1000001,1.106,1.068
"CW",1,"1C","50,000",35,40,1000001,3500001,1.449,1.372
"CW",1,"1C","50,000",35,40,3500001,5500001,1.563,1.474
"CW",1,"1C","50,000",35,40,5500001,10000001,1.63,1.532
"CW",1,"1C","50,000",35,40,10000001,2147483647,1.707,1.602
"CW",1,"1C","50,000",40,45,0,1000001,1.068,1.036
"CW",1,"1C","50,000",40,45,1000001,3500001,1.372,1.31
"CW",1,"1C","50,000",40,45,3500001,5500001,1.474,1.399
"CW",1,"1C","50,000",40,45,5500001,10000001,1.532,1.452
"CW",1,"1C","50,000",40,45,10000001,2147483647,1.602,1.515
"CW",1,"1C","50,000",45,50,0,1000001,1.036,1.01
"CW",1,"1C","50,000",45,50,1000001,3500001,1.31,1.256
"CW",1,"1C","50,000",45,50,3500001,5500001,1.399,1.338
"CW",1,"1C","50,000",45,50,5500001,10000001,1.452,1.386
"CW",1,"1C","50,000",45,50,10000001,2147483647,1.515,1.442
"CW",1,"1C","50,000",50,55,0,1000001,1.01,0.988
"CW",1,"1C","50,000",50,55,1000001,3500001,1.256,1.21
"CW",1,"1C","50,000",50,55,3500001,5500001,1.338,1.286
"CW",1,"1C","50,000",50,55,5500001,10000001,1.386,1.329
"CW",1,"1C","50,000",50,55,10000001,2147483647,1.442,1.38
"CW",1,"1C","50,000",55,60,0,1000001,0.988,0.971
"CW",1,"1C","50,000",55,60,1000001,3500001,1.21,1.172
"CW",1,"1C","50,000",55,60,3500001,5500001,1.286,1.241
