"StateCode","EQDeductibleTier","EQClass","EQDeductible","EQSubLimitPct_From","EQSubLimitPct_ToLessThan","TotalPropertyValue_From","TotalPropertyValue_ToLessThan","Factor_From","Factor_ToLessThan",
"CW",1,"1C","250,000",1,2,0,1000001,0.8,0.84
"CW",1,"1C","250,000",1,2,1000001,3500001,1.6,1.6
"CW",1,"1C","250,000",1,2,3500001,5500001,2.32,2.24
"CW",1,"1C","250,000",1,2,5500001,10000001,3.04,2.84
"CW",1,"1C","250,000",1,2,10000001,2147483647,4.32,3.92
"CW",1,"1C","250,000",2,3,0,1000001,0.84,0.827
"CW",1,"1C","250,000",2,3,1000001,3500001,1.6,1.547
"CW",1,"1C","250,000",2,3,3500001,5500001,2.24,2.16
"CW",1,"1C","250,000",2,3,5500001,10000001,2.84,2.693
"CW",1,"1C","250,000",2,3,10000001,2147483647,3.92,3.6
"CW",1,"1C","250,000",3,4,0,1000001,0.827,0.82
"CW",1,"1C","250,000",3,4,1000001,3500001,1.547,1.52
"CW",1,"1C","250,000",3,4,3500001,5500001,2.16,2.08
"CW",1,"1C","250,000",3,4,5500001,10000001,2.693,2.56
"CW",1,"1C","250,000",3,4,10000001,2147483647,3.6,3.38
"CW",1,"1C","250,000",4,5,0,1000001,0.82,0.816
"CW",1,"1C","250,000",4,5,1000001,3500001,1.52,1.504
"CW",1,"1C","250,000",4,5,3500001,5500001,2.08,2.032
"CW",1,"1C","250,000",4,5,5500001,10000001,2.56,2.464
"CW",1,"1C","250,000",4,5,10000001,2147483647,3.38,3.184
"CW",1,"1C","250,000",5,10,0,1000001,0.816,0.808
"CW",1,"1C","250,000",5,10,1000001,3500001,1.504,1.376
"CW",1,"1C","250,000",5,10,3500001,5500001,2.032,1.776
"CW",1,"1C","250,000",5,10,5500001,10000001,2.464,2.088
"CW",1,"1C","250,000",5,10,10000001,2147483647,3.184,2.552
"CW",1,"1C","250,000",10,15,0,1000001,0.808,0.8
"CW",1,"1C","250,000",10,15,1000001,3500001,1.376,1.28
"CW",1,"1C","250,000",10,15,3500001,5500001,1.776,1.611
"CW",1,"1C","250,000",10,15,5500001,10000001,2.088,1.851
"CW",1,"1C","250,000",10,15,10000001,2147483647,2.552,2.197
"CW",1,"1C","250,000",15,20,0,1000001,0.8,0.788
"CW",1,"1C","250,000",15,20,1000001,3500001,1.28,1.208
"CW",1,"1C","250,000",15,20,3500001,5500001,1.611,1.484
"CW",1,"1C","250,000",15,20,5500001,10000001,1.851,1.684
"CW",1,"1C","250,000",15,20,10000001,2147483647,2.197,1.96
"CW",1,"1C","250,000",20,25,0,1000001,0.788,0.784
"CW",1,"1C","250,000",20,25,1000001,3500001,1.208,1.146
"CW",1,"1C","250,000",20,25,3500001,5500001,1.484,1.386
"CW",1,"1C","250,000",20,25,5500001,10000001,1.684,1.555
"CW",1,"1C","250,000",20,25,10000001,2147483647,1.96,1.786
"CW",1,"1C","250,000",25,30,0,1000001,0.784,0.781
"CW",1,"1C","250,000",25,30,1000001,3500001,1.146,1.099
"CW",1,"1C","250,000",25,30,3500001,5500001,1.386,1.309
"CW",1,"1C","250,000",25,30,5500001,10000001,1.555,1.453
"CW",1,"1C","250,000",25,30,10000001,2147483647,1.786,1.653
"CW",1,"1C","250,000",30,35,0,1000001,0.781,0.782
"CW",1,"1C","250,000",30,35,1000001,3500001,1.099,1.056
"CW",1,"1C","250,000",30,35,3500001,5500001,1.309,1.243
"CW",1,"1C","250,000",30,35,5500001,10000001,1.453,1.374
"CW",1,"1C","250,000",30,35,10000001,2147483647,1.653,1.545
"CW",1,"1C","250,000",35,40,0,1000001,0.782,0.784
"CW",1,"1C","250,000",35,40,1000001,3500001,1.056,1.022
"CW",1,"1C","250,000",35,40,3500001,5500001,1.243,1.19
"CW",1,"1C","250,000",35,40,5500001,10000001,1.374,1.306
"CW",1,"1C","250,000",35,40,10000001,2147483647,1.545,1.458
"CW",1,"1C","250,000",40,45,0,1000001,0.784,0.789
"CW",1,"1C","250,000",40,45,1000001,3500001,1.022,0.994
