"StateCode","OccupCategory","ClassCode","Severity"
"CW","Residential Apartments and Condominiums","2300","Not Applicable"
"CW","Residential Apartments and Condominiums","2350","Not Applicable"
"CW","Residential Apartments and Condominiums","2400","Not Applicable"
"CW","Residential Apartments and Condominiums","2459","Not Applicable"
"CW","Residential Apartments and Condominiums","2550","Not Applicable"
"CW","Residential Apartments and Condominiums","2600","Not Applicable"
"CW","Residential Apartments and Condominiums","2750","Not Applicable"
"CW","Residential Apartments and Condominiums","2800","Not Applicable"
"CW","Residential Apartments and Condominiums","2805","Not Applicable"
"CW","Residential Apartments and Condominiums","3009","Not Applicable"
"CW","Residential Apartments and Condominiums","3409","Not Applicable"
"CW","Residential Apartments and Condominiums","3809","Not Applicable"
"CW","Residential Apartments and Condominiums","3959","Not Applicable"
"CW","Residential Apartments and Condominiums","4400","Not Applicable"
"CW","Residential Apartments and Condominiums","4450","Not Applicable"
"CW","Residential Apartments and Condominiums","4809","Not Applicable"
"CW","Residential Apartments and Condominiums","5000","Not Applicable"
"CW","Residential Apartments and Condominiums","5050","Not Applicable"
"CW","Residential Apartments and Condominiums","5100","Not Applicable"
"CW","Residential Apartments and Condominiums","5500","Not Applicable"
"CW","Residential Apartments and Condominiums","5759","Not Applicable"
"CW","Residential Apartments and Condominiums","6009","Not Applicable"
"CW","Residential Apartments and Condominiums","6210","Not Applicable"
"CW","Residential Apartments and Condominiums","6250","Not Applicable"
"CW","Residential Apartments and Condominiums","6810","Not Applicable"
"CW","Residential Apartments and Condominiums","6850","Not Applicable"
"CW","Residential Apartments and Condominiums","6900","Not Applicable"
"CW","Residential Apartments and Condominiums","7300","Not Applicable"
"CW","Residential Apartments and Condominiums","7350","Not Applicable"
"CW","Residential Apartments and Condominiums","7409","Not Applicable"
"CW","Residential Apartments and Condominiums","7500","Not Applicable"
"CW","Residential Apartments and Condominiums","7600","Not Applicable"
"CW","Residential Apartments and Condominiums","7700","Not Applicable"
"CW","Service","0074","Low"
"CW","Service","0075","Low"
"CW","Service","0076","Low"
"CW","Service","0077","Low"
"CW","Service","0078","Low"
"CW","Service","0079","Low"
"CW","Service","0196","Low"
"CW","Service","0197","Low"
"CW","Service","0198","Low"
"CW","Service","0300","Low"
"CW","Service","0311","Low"
"CW","Service","0312","Low"
"CW","Service","0313","Low"
"CW","Service","0321","Low"
"CW","Service","0322","Low"
"CW","Service","0323","Low"
"CW","Service","0331","Low"
"CW","Service","0332","Low"
"CW","Service","0333","Low"
"CW","Service","0341","Low"
"CW","Service","0342","Low"
"CW","Service","0343","Low"
"CW","Service","0431","Low"
"CW","Service","0432","Low"
"CW","Service","0433","Low"
"CW","Service","0434","Low"
"CW","Service","0511","Low"
"CW","Service","0512","Low"
"CW","Service","0520","High"
"CW","Service","0531","Low"
"CW","Service","0532","Low"
"CW","Service","0533","Low"
"CW","Service","0534","Low"
"CW","Service","0541","High"
"CW","Service","0542","Low"
"CW","Service","0545","High"
"CW","Service","0550","High"
"CW","Service","0561","Low"
"CW","Service","0562","Low"
"CW","Service","0563","Low"
"CW","Service","0564","Low"
"CW","Service","0565","Low"
"CW","Service","0566","Low"
"CW","Service","0567","High"
"CW","Service","0570","Low"
"CW","Service","0580","Low"
"CW","Service","0581","Low"
"CW","Service","0582","Low"
"CW","Service","0701","Low"
"CW","Service","0702","High"
"CW","Service","0742","Low"
"CW","Service","0743","Low"
"CW","Service","0744","Low"
"CW","Service","0745","Low"
"CW","Service","0746","Low"
"CW","Service","0747","Low"
"CW","Service","0755","High"
"CW","Service","0756","Low"
"CW","Service","0757","Low"
"CW","Service","0831","High"
"CW","Service","0832","High"
"CW","Service","0833","Low"
"CW","Service","0834","Low"
"CW","Service","0841","Low"
"CW","Service","0843","Low"
"CW","Service","0844","Low"
"CW","Service","0845","Low"
"CW","Service","0846","Low"
"CW","Service","0851","Low"
"CW","Service","0852","Low"
"CW","Service","0900","Low"
"CW","Service","0911","High"
"CW","Service","0912","High"
"CW","Service","0913","High"
"CW","Service","0921","High"
"CW","Service","0922","Low"
"CW","Service","0923","Low"
"CW","Service","0931","High"
"CW","Service","0932","High"
"CW","Service","0933","Low"
"CW","Service","0934","High"
"CW","Service","0940","Low"
"CW","Service","0951","Low"
"CW","Service","0952","Low"
"CW","Service","1000","Low"
"CW","Service","1051","Low"
"CW","Service","1052","Low"
"CW","Service","1070","Low"
"CW","Service","1150","Low"
"CW","Service","1211","Low"
"CW","Service","1212","Low"
"CW","Service","1213","High"
"CW","Service","1220","Low"
"CW","Service","1230","Low"
"CW","Service","1251","Low"
"CW","Service","1252","Low"
"CW","Service","1300","Low"
"CW","Service","1400","Low"
"CW","Service","1450","Low"
"CW","Service","1501","Low"
"CW","Service","1502","Low"
"CW","Service","1550","Low"
"CW","Service","1610","Low"
"CW","Service","1650","Low"
"CW","Service","1700","Low"
"CW","Service","1751","Low"
"CW","Service","1752","Low"
"CW","Service","2000","Low"
"CW","Service","2059","Low"
"CW","Service","2150","Low"
"CW","Service","2200","Low"
"CW","Service","2250","Low"
"CW","Service","2300","Low"
"CW","Service","2350","Low"
"CW","Service","2400","Low"
"CW","Service","2459","Low"
"CW","Service","2550","Low"
"CW","Service","2600","Low"
"CW","Service","2750","Low"
"CW","Service","2800","Low"
"CW","Service","2805","Low"
"CW","Service","3009","Low"
"CW","Service","3409","Low"
"CW","Service","3809","Low"
"CW","Service","3959","Low"
"CW","Service","4400","Low"
"CW","Service","4450","Low"
"CW","Service","4809","High"
"CW","Service","5000","Low"
"CW","Service","5050","Low"
"CW","Service","5100","Low"
"CW","Service","5500","Low"
"CW","Service","5759","Low"
"CW","Service","6009","Low"
"CW","Service","6210","Low"
"CW","Service","6250","Low"
"CW","Service","6810","Low"
"CW","Service","6850","Low"
"CW","Service","6900","Low"
"CW","Service","7300","Low"
"CW","Service","7350","Low"
"CW","Service","7409","Low"
"CW","Service","7500","Low"
"CW","Service","7600","Low"
"CW","Service","7700","Low"
