"StateCode","EQDeductibleTier","EQClass","EQDeductible","EQSubLimitPct_From","EQSubLimitPct_ToLessThan","TotalPropertyValue_From","TotalPropertyValue_ToLessThan","Factor_From","Factor_ToLessThan",
"CW",1,"1C","10,000",1,2,0,250001,2,1.92
"CW",1,"1C","10,000",1,2,250001,500001,3.28,3.04
"CW",1,"1C","10,000",1,2,500001,1000001,4.24,3.84
"CW",1,"1C","10,000",1,2,1000001,5000001,6.24,5.24
"CW",1,"1C","10,000",1,2,5000001,2147483647,8,6.32
"CW",1,"1C","10,000",2,3,0,250001,1.92,1.867
"CW",1,"1C","10,000",2,3,250001,500001,3.04,2.88
"CW",1,"1C","10,000",2,3,500001,1000001,3.84,3.547
"CW",1,"1C","10,000",2,3,1000001,5000001,5.24,4.64
"CW",1,"1C","10,000",2,3,5000001,2147483647,6.32,5.413
"CW",1,"1C","10,000",3,4,0,250001,1.867,1.82
"CW",1,"1C","10,000",3,4,250001,500001,2.88,2.74
"CW",1,"1C","10,000",3,4,500001,1000001,3.547,3.32
"CW",1,"1C","10,000",3,4,1000001,5000001,4.64,4.22
"CW",1,"1C","10,000",3,4,5000001,2147483647,5.413,4.82
"CW",1,"1C","10,000",4,5,0,250001,1.82,1.776
"CW",1,"1C","10,000",4,5,250001,500001,2.74,2.608
"CW",1,"1C","10,000",4,5,500001,1000001,3.32,3.136
"CW",1,"1C","10,000",4,5,1000001,5000001,4.22,3.904
"CW",1,"1C","10,000",4,5,5000001,2147483647,4.82,4.4
"CW",1,"1C","10,000",5,10,0,250001,1.776,1.592
"CW",1,"1C","10,000",5,10,250001,500001,2.608,2.192
"CW",1,"1C","10,000",5,10,500001,1000001,3.136,2.528
"CW",1,"1C","10,000",5,10,1000001,5000001,3.904,2.976
"CW",1,"1C","10,000",5,10,5000001,2147483647,4.4,3.256
"CW",1,"1C","10,000",10,15,0,250001,1.592,1.461
"CW",1,"1C","10,000",10,15,250001,500001,2.192,1.931
"CW",1,"1C","10,000",10,15,500001,1000001,2.528,2.181
"CW",1,"1C","10,000",10,15,1000001,5000001,2.976,2.501
"CW",1,"1C","10,000",10,15,5000001,2147483647,3.256,2.693
"CW",1,"1C","10,000",15,20,0,250001,1.461,1.36
"CW",1,"1C","10,000",15,20,250001,500001,1.931,1.748
"CW",1,"1C","10,000",15,20,500001,1000001,2.181,1.944
"CW",1,"1C","10,000",15,20,1000001,5000001,2.501,2.196
"CW",1,"1C","10,000",15,20,5000001,2147483647,2.693,2.344
"CW",1,"1C","10,000",20,25,0,250001,1.36,1.28
"CW",1,"1C","10,000",20,25,250001,500001,1.748,1.61
"CW",1,"1C","10,000",20,25,500001,1000001,1.944,1.773
"CW",1,"1C","10,000",20,25,1000001,5000001,2.196,1.981
"CW",1,"1C","10,000",20,25,5000001,2147483647,2.344,2.099
"CW",1,"1C","10,000",25,30,0,250001,1.28,1.216
"CW",1,"1C","10,000",25,30,250001,500001,1.61,1.501
"CW",1,"1C","10,000",25,30,500001,1000001,1.773,1.64
"CW",1,"1C","10,000",25,30,1000001,5000001,1.981,1.816
"CW",1,"1C","10,000",25,30,5000001,2147483647,2.099,1.917
"CW",1,"1C","10,000",30,35,0,250001,1.216,1.163
"CW",1,"1C","10,000",30,35,250001,500001,1.501,1.413
"CW",1,"1C","10,000",30,35,500001,1000001,1.64,1.536
"CW",1,"1C","10,000",30,35,1000001,5000001,1.816,1.689
"CW",1,"1C","10,000",30,35,5000001,2147483647,1.917,1.774
"CW",1,"1C","10,000",35,40,0,250001,1.163,1.12
"CW",1,"1C","10,000",35,40,250001,500001,1.413,1.34
"CW",1,"1C","10,000",35,40,500001,1000001,1.536,1.45
"CW",1,"1C","10,000",35,40,1000001,5000001,1.689,1.584
"CW",1,"1C","10,000",35,40,5000001,2147483647,1.774,1.66
"CW",1,"1C","10,000",40,45,0,250001,1.12,1.083
"CW",1,"1C","10,000",40,45,250001,500001,1.34,1.28
"CW",1,"1C","10,000",40,45,500001,1000001,1.45,1.38
"CW",1,"1C","10,000",40,45,1000001,5000001,1.584,1.499
"CW",1,"1C","10,000",40,45,5000001,2147483647,1.66,1.566
"CW",1,"1C","10,000",45,50,0,250001,1.083,1.051
"CW",1,"1C","10,000",45,50,250001,500001,1.28,1.23
"CW",1,"1C","10,000",45,50,500001,1000001,1.38,1.318
"CW",1,"1C","10,000",45,50,1000001,5000001,1.499,1.427
"CW",1,"1C","10,000",45,50,5000001,2147483647,1.566,1.488
"CW",1,"1C","10,000",50,55,0,250001,1.051,1.025
"CW",1,"1C","10,000",50,55,250001,500001,1.23,1.187
"CW",1,"1C","10,000",50,55,500001,1000001,1.318,1.268
"CW",1,"1C","10,000",50,55,1000001,5000001,1.427,1.367
"CW",1,"1C","10,000",50,55,5000001,2147483647,1.488,1.423
"CW",1,"1C","10,000",55,60,0,250001,1.025,1.004
"CW",1,"1C","10,000",55,60,250001,500001,1.187,1.151
"CW",1,"1C","10,000",55,60,500001,1000001,1.268,1.225
"CW",1,"1C","10,000",55,60,1000001,5000001,1.367,1.316
"CW",1,"1C","10,000",55,60,5000001,2147483647,1.423,1.367
"CW",1,"1C","10,000",60,65,0,250001,1.004,0.988
"CW",1,"1C","10,000",60,65,250001,500001,1.151,1.12
"CW",1,"1C","10,000",60,65,500001,1000001,1.225,1.189
"CW",1,"1C","10,000",60,65,1000001,5000001,1.316,1.273
"CW",1,"1C","10,000",60,65,5000001,2147483647,1.367,1.319
"CW",1,"1C","10,000",65,70,0,250001,0.988,0.976
"CW",1,"1C","10,000",65,70,250001,500001,1.12,1.095
"CW",1,"1C","10,000",65,70,500001,1000001,1.189,1.159
"CW",1,"1C","10,000",65,70,1000001,5000001,1.273,1.237
"CW",1,"1C","10,000",65,70,5000001,2147483647,1.319,1.28
"CW",1,"1C","10,000",70,75,0,250001,0.976,0.97
"CW",1,"1C","10,000",70,75,250001,500001,1.095,1.075
"CW",1,"1C","10,000",70,75,500001,1000001,1.159,1.134
"CW",1,"1C","10,000",70,75,1000001,5000001,1.237,1.206
"CW",1,"1C","10,000",70,75,5000001,2147483647,1.28,1.246
"CW",1,"1C","10,000",75,2147483647,0,250001,0.97,0.97
"CW",1,"1C","10,000",75,2147483647,250001,500001,1.075,1.075
"CW",1,"1C","10,000",75,2147483647,500001,1000001,1.134,1.134
"CW",1,"1C","10,000",75,2147483647,1000001,5000001,1.206,1.206
"CW",1,"1C","10,000",75,2147483647,5000001,2147483647,1.246,1.246
"CW",1,"1D","10,000",1,2,0,250001,2,1.92
"CW",1,"1D","10,000",1,2,250001,500001,3.28,3.04
"CW",1,"1D","10,000",1,2,500001,1000001,4.24,3.84
"CW",1,"1D","10,000",1,2,1000001,5000001,6.24,5.24
"CW",1,"1D","10,000",1,2,5000001,2147483647,8,6.32
"CW",1,"1D","10,000",2,3,0,250001,1.92,1.867
"CW",1,"1D","10,000",2,3,250001,500001,3.04,2.88
"CW",1,"1D","10,000",2,3,500001,1000001,3.84,3.547
"CW",1,"1D","10,000",2,3,1000001,5000001,5.24,4.64
"CW",1,"1D","10,000",2,3,5000001,2147483647,6.32,5.413
"CW",1,"1D","10,000",3,4,0,250001,1.867,1.82
"CW",1,"1D","10,000",3,4,250001,500001,2.88,2.74
"CW",1,"1D","10,000",3,4,500001,1000001,3.547,3.32
"CW",1,"1D","10,000",3,4,1000001,5000001,4.64,4.22
"CW",1,"1D","10,000",3,4,5000001,2147483647,5.413,4.82
"CW",1,"1D","10,000",4,5,0,250001,1.82,1.776
"CW",1,"1D","10,000",4,5,250001,500001,2.74,2.608
"CW",1,"1D","10,000",4,5,500001,1000001,3.32,3.136
"CW",1,"1D","10,000",4,5,1000001,5000001,4.22,3.904
"CW",1,"1D","10,000",4,5,5000001,2147483647,4.82,4.4
"CW",1,"1D","10,000",5,10,0,250001,1.776,1.592
"CW",1,"1D","10,000",5,10,250001,500001,2.608,2.192
"CW",1,"1D","10,000",5,10,500001,1000001,3.136,2.528
"CW",1,"1D","10,000",5,10,1000001,5000001,3.904,2.976
"CW",1,"1D","10,000",5,10,5000001,2147483647,4.4,3.256
"CW",1,"1D","10,000",10,15,0,250001,1.592,1.461
"CW",1,"1D","10,000",10,15,250001,500001,2.192,1.931
"CW",1,"1D","10,000",10,15,500001,1000001,2.528,2.181
"CW",1,"1D","10,000",10,15,1000001,5000001,2.976,2.501
