"StateCode","EQDeductibleTier","EQClass","EQDeductible","EQSubLimitPct_From","EQSubLimitPct_ToLessThan","TotalPropertyValue_From","TotalPropertyValue_ToLessThan","Factor_From","Factor_ToLessThan",
"CW",2,"3A","1,000,000",75,2147483647,3500001,5500001,0.619,0.619
"CW",3,"3A","1,000,000",1,2,3500001,5500001,1.2,1.2
"CW",3,"3A","1,000,000",2,3,3500001,5500001,1.2,1.147
"CW",3,"3A","1,000,000",3,4,3500001,5500001,1.147,1.14
"CW",3,"3A","1,000,000",4,5,3500001,5500001,1.14,1.104
"CW",3,"3A","1,000,000",5,10,3500001,5500001,1.104,1
"CW",3,"3A","1,000,000",10,15,3500001,5500001,1,0.912
"CW",3,"3A","1,000,000",15,20,3500001,5500001,0.912,0.844
"CW",3,"3A","1,000,000",20,25,3500001,5500001,0.844,0.787
"CW",3,"3A","1,000,000",25,30,3500001,5500001,0.787,0.741
"CW",3,"3A","1,000,000",30,35,3500001,5500001,0.741,0.699
"CW",3,"3A","1,000,000",35,40,3500001,5500001,0.699,0.664
"CW",3,"3A","1,000,000",40,45,3500001,5500001,0.664,0.635
"CW",3,"3A","1,000,000",45,50,3500001,5500001,0.635,0.608
"CW",3,"3A","1,000,000",50,55,3500001,5500001,0.608,0.585
"CW",3,"3A","1,000,000",55,60,3500001,5500001,0.585,0.565
"CW",3,"3A","1,000,000",60,65,3500001,5500001,0.565,0.55
"CW",3,"3A","1,000,000",65,70,3500001,5500001,0.55,0.537
"CW",3,"3A","1,000,000",70,75,3500001,5500001,0.537,0.543
"CW",3,"3A","1,000,000",75,2147483647,3500001,5500001,0.543,0.543
"CW",1,"4A","1,000,000",1,2,3500001,5500001,1.12,1.16
"CW",1,"4A","1,000,000",2,3,3500001,5500001,1.16,1.12
"CW",1,"4A","1,000,000",3,4,3500001,5500001,1.12,1.12
"CW",1,"4A","1,000,000",4,5,3500001,5500001,1.12,1.104
"CW",1,"4A","1,000,000",5,10,3500001,5500001,1.104,1.04
"CW",1,"4A","1,000,000",10,15,3500001,5500001,1.04,0.992
"CW",1,"4A","1,000,000",15,20,3500001,5500001,0.992,0.952
"CW",1,"4A","1,000,000",20,25,3500001,5500001,0.952,0.918
"CW",1,"4A","1,000,000",25,30,3500001,5500001,0.918,0.891
"CW",1,"4A","1,000,000",30,35,3500001,5500001,0.891,0.869
"CW",1,"4A","1,000,000",35,40,3500001,5500001,0.869,0.848
"CW",1,"4A","1,000,000",40,45,3500001,5500001,0.848,0.832
"CW",1,"4A","1,000,000",45,50,3500001,5500001,0.832,0.819
"CW",1,"4A","1,000,000",50,55,3500001,5500001,0.819,0.81
"CW",1,"4A","1,000,000",55,60,3500001,5500001,0.81,0.805
"CW",1,"4A","1,000,000",60,65,3500001,5500001,0.805,0.806
"CW",1,"4A","1,000,000",65,70,3500001,5500001,0.806,0.814
"CW",1,"4A","1,000,000",70,75,3500001,5500001,0.814,0.834
"CW",1,"4A","1,000,000",75,2147483647,3500001,5500001,0.834,0.834
"CW",2,"4A","1,000,000",1,2,3500001,5500001,1.2,1.2
"CW",2,"4A","1,000,000",2,3,3500001,5500001,1.2,1.173
"CW",2,"4A","1,000,000",3,4,3500001,5500001,1.173,1.14
"CW",2,"4A","1,000,000",4,5,3500001,5500001,1.14,1.12
"CW",2,"4A","1,000,000",5,10,3500001,5500001,1.12,1.024
"CW",2,"4A","1,000,000",10,15,3500001,5500001,1.024,0.949
"CW",2,"4A","1,000,000",15,20,3500001,5500001,0.949,0.884
"CW",2,"4A","1,000,000",20,25,3500001,5500001,0.884,0.832
"CW",2,"4A","1,000,000",25,30,3500001,5500001,0.832,0.787
"CW",2,"4A","1,000,000",30,35,3500001,5500001,0.787,0.75
"CW",2,"4A","1,000,000",35,40,3500001,5500001,0.75,0.718
"CW",2,"4A","1,000,000",40,45,3500001,5500001,0.718,0.69
"CW",2,"4A","1,000,000",45,50,3500001,5500001,0.69,0.667
"CW",2,"4A","1,000,000",50,55,3500001,5500001,0.667,0.646
"CW",2,"4A","1,000,000",55,60,3500001,5500001,0.646,0.629
"CW",2,"4A","1,000,000",60,65,3500001,5500001,0.629,0.617
"CW",2,"4A","1,000,000",65,70,3500001,5500001,0.617,0.609
"CW",2,"4A","1,000,000",70,75,3500001,5500001,0.609,0.619
"CW",2,"4A","1,000,000",75,2147483647,3500001,5500001,0.619,0.619
"CW",3,"4A","1,000,000",1,2,3500001,5500001,1.2,1.2
"CW",3,"4A","1,000,000",2,3,3500001,5500001,1.2,1.147
"CW",3,"4A","1,000,000",3,4,3500001,5500001,1.147,1.14
"CW",3,"4A","1,000,000",4,5,3500001,5500001,1.14,1.104
"CW",3,"4A","1,000,000",5,10,3500001,5500001,1.104,1
"CW",3,"4A","1,000,000",10,15,3500001,5500001,1,0.912
"CW",3,"4A","1,000,000",15,20,3500001,5500001,0.912,0.844
"CW",3,"4A","1,000,000",20,25,3500001,5500001,0.844,0.787
"CW",3,"4A","1,000,000",25,30,3500001,5500001,0.787,0.741
"CW",3,"4A","1,000,000",30,35,3500001,5500001,0.741,0.699
"CW",3,"4A","1,000,000",35,40,3500001,5500001,0.699,0.664
"CW",3,"4A","1,000,000",40,45,3500001,5500001,0.664,0.635
"CW",3,"4A","1,000,000",45,50,3500001,5500001,0.635,0.608
"CW",3,"4A","1,000,000",50,55,3500001,5500001,0.608,0.585
"CW",3,"4A","1,000,000",55,60,3500001,5500001,0.585,0.565
"CW",3,"4A","1,000,000",60,65,3500001,5500001,0.565,0.55
"CW",3,"4A","1,000,000",65,70,3500001,5500001,0.55,0.537
"CW",3,"4A","1,000,000",70,75,3500001,5500001,0.537,0.543
"CW",3,"4A","1,000,000",75,2147483647,3500001,5500001,0.543,0.543
"CW",1,"4C","1,000,000",1,2,3500001,5500001,1.2,1.16
"CW",1,"4C","1,000,000",2,3,3500001,5500001,1.16,1.147
"CW",1,"4C","1,000,000",3,4,3500001,5500001,1.147,1.12
"CW",1,"4C","1,000,000",4,5,3500001,5500001,1.12,1.12
"CW",1,"4C","1,000,000",5,10,3500001,5500001,1.12,1.064
"CW",1,"4C","1,000,000",10,15,3500001,5500001,1.064,1.029
"CW",1,"4C","1,000,000",15,20,3500001,5500001,1.029,0.992
"CW",1,"4C","1,000,000",20,25,3500001,5500001,0.992,0.966
"CW",1,"4C","1,000,000",25,30,3500001,5500001,0.966,0.944
"CW",1,"4C","1,000,000",30,35,3500001,5500001,0.944,0.926
"CW",1,"4C","1,000,000",35,40,3500001,5500001,0.926,0.912
"CW",1,"4C","1,000,000",40,45,3500001,5500001,0.912,0.903
"CW",1,"4C","1,000,000",45,50,3500001,5500001,0.903,0.898
"CW",1,"4C","1,000,000",50,55,3500001,5500001,0.898,0.896
"CW",1,"4C","1,000,000",55,60,3500001,5500001,0.896,0.9
"CW",1,"4C","1,000,000",60,65,3500001,5500001,0.9,0.91
"CW",1,"4C","1,000,000",65,70,3500001,5500001,0.91,0.931
"CW",1,"4C","1,000,000",70,75,3500001,5500001,0.931,0.966
"CW",1,"4C","1,000,000",75,2147483647,3500001,5500001,0.966,0.966
"CW",2,"4C","1,000,000",1,2,3500001,5500001,1.44,1.4
"CW",2,"4C","1,000,000",2,3,3500001,5500001,1.4,1.36
"CW",2,"4C","1,000,000",3,4,3500001,5500001,1.36,1.34
"CW",2,"4C","1,000,000",4,5,3500001,5500001,1.34,1.312
"CW",2,"4C","1,000,000",5,10,3500001,5500001,1.312,1.224
"CW",2,"4C","1,000,000",10,15,3500001,5500001,1.224,1.152
"CW",2,"4C","1,000,000",15,20,3500001,5500001,1.152,1.088
"CW",2,"4C","1,000,000",20,25,3500001,5500001,1.088,1.034
"CW",2,"4C","1,000,000",25,30,3500001,5500001,1.034,0.992
"CW",2,"4C","1,000,000",30,35,3500001,5500001,0.992,0.953
"CW",2,"4C","1,000,000",35,40,3500001,5500001,0.953,0.92
"CW",2,"4C","1,000,000",40,45,3500001,5500001,0.92,0.894
"CW",2,"4C","1,000,000",45,50,3500001,5500001,0.894,0.87
"CW",2,"4C","1,000,000",50,55,3500001,5500001,0.87,0.852
"CW",2,"4C","1,000,000",55,60,3500001,5500001,0.852,0.839
"CW",2,"4C","1,000,000",60,65,3500001,5500001,0.839,0.83
"CW",2,"4C","1,000,000",65,70,3500001,5500001,0.83,0.829
"CW",2,"4C","1,000,000",70,75,3500001,5500001,0.829,0.846
"CW",2,"4C","1,000,000",75,2147483647,3500001,5500001,0.846,0.846
"CW",3,"4C","1,000,000",1,2,3500001,5500001,1.52,1.52
"CW",3,"4C","1,000,000",2,3,3500001,5500001,1.52,1.493
"CW",3,"4C","1,000,000",3,4,3500001,5500001,1.493,1.46
"CW",3,"4C","1,000,000",4,5,3500001,5500001,1.46,1.424
"CW",3,"4C","1,000,000",5,10,3500001,5500001,1.424,1.304
"CW",3,"4C","1,000,000",10,15,3500001,5500001,1.304,1.211
"CW",3,"4C","1,000,000",15,20,3500001,5500001,1.211,1.132
"CW",3,"4C","1,000,000",20,25,3500001,5500001,1.132,1.062
"CW",3,"4C","1,000,000",25,30,3500001,5500001,1.062,1.008
"CW",3,"4C","1,000,000",30,35,3500001,5500001,1.008,0.958
"CW",3,"4C","1,000,000",35,40,3500001,5500001,0.958,0.918
"CW",3,"4C","1,000,000",40,45,3500001,5500001,0.918,0.88
"CW",3,"4C","1,000,000",45,50,3500001,5500001,0.88,0.85
"CW",3,"4C","1,000,000",50,55,3500001,5500001,0.85,0.823
"CW",3,"4C","1,000,000",55,60,3500001,5500001,0.823,0.8
"CW",3,"4C","1,000,000",60,65,3500001,5500001,0.8,0.782
"CW",3,"4C","1,000,000",65,70,3500001,5500001,0.782,0.769
"CW",3,"4C","1,000,000",70,75,3500001,5500001,0.769,0.778
"CW",3,"4C","1,000,000",75,2147483647,3500001,5500001,0.778,0.778
"CW",1,"4D","1,000,000",1,2,3500001,5500001,1.2,1.16
"CW",1,"4D","1,000,000",2,3,3500001,5500001,1.16,1.147
"CW",1,"4D","1,000,000",3,4,3500001,5500001,1.147,1.12
"CW",1,"4D","1,000,000",4,5,3500001,5500001,1.12,1.12
"CW",1,"4D","1,000,000",5,10,3500001,5500001,1.12,1.064
"CW",1,"4D","1,000,000",10,15,3500001,5500001,1.064,1.029
"CW",1,"4D","1,000,000",15,20,3500001,5500001,1.029,0.992
"CW",1,"4D","1,000,000",20,25,3500001,5500001,0.992,0.966
"CW",1,"4D","1,000,000",25,30,3500001,5500001,0.966,0.944
"CW",1,"4D","1,000,000",30,35,3500001,5500001,0.944,0.926
"CW",1,"4D","1,000,000",35,40,3500001,5500001,0.926,0.912
"CW",1,"4D","1,000,000",40,45,3500001,5500001,0.912,0.903
"CW",1,"4D","1,000,000",45,50,3500001,5500001,0.903,0.898
"CW",1,"4D","1,000,000",50,55,3500001,5500001,0.898,0.896
"CW",1,"4D","1,000,000",55,60,3500001,5500001,0.896,0.9
"CW",1,"4D","1,000,000",60,65,3500001,5500001,0.9,0.91
"CW",1,"4D","1,000,000",65,70,3500001,5500001,0.91,0.931
"CW",1,"4D","1,000,000",70,75,3500001,5500001,0.931,0.966
"CW",1,"4D","1,000,000",75,2147483647,3500001,5500001,0.966,0.966
"CW",2,"4D","1,000,000",1,2,3500001,5500001,1.44,1.4
"CW",2,"4D","1,000,000",2,3,3500001,5500001,1.4,1.36
"CW",2,"4D","1,000,000",3,4,3500001,5500001,1.36,1.34
"CW",2,"4D","1,000,000",4,5,3500001,5500001,1.34,1.312
"CW",2,"4D","1,000,000",5,10,3500001,5500001,1.312,1.224
"CW",2,"4D","1,000,000",10,15,3500001,5500001,1.224,1.152
"CW",2,"4D","1,000,000",15,20,3500001,5500001,1.152,1.088
"CW",2,"4D","1,000,000",20,25,3500001,5500001,1.088,1.034
"CW",2,"4D","1,000,000",25,30,3500001,5500001,1.034,0.992
"CW",2,"4D","1,000,000",30,35,3500001,5500001,0.992,0.953
"CW",2,"4D","1,000,000",35,40,3500001,5500001,0.953,0.92
"CW",2,"4D","1,000,000",40,45,3500001,5500001,0.92,0.894
"CW",2,"4D","1,000,000",45,50,3500001,5500001,0.894,0.87
"CW",2,"4D","1,000,000",50,55,3500001,5500001,0.87,0.852
"CW",2,"4D","1,000,000",55,60,3500001,5500001,0.852,0.839
"CW",2,"4D","1,000,000",60,65,3500001,5500001,0.839,0.83
"CW",2,"4D","1,000,000",65,70,3500001,5500001,0.83,0.829
"CW",2,"4D","1,000,000",70,75,3500001,5500001,0.829,0.846
"CW",2,"4D","1,000,000",75,2147483647,3500001,5500001,0.846,0.846
"CW",3,"4D","1,000,000",1,2,3500001,5500001,1.52,1.52
"CW",3,"4D","1,000,000",2,3,3500001,5500001,1.52,1.493
"CW",3,"4D","1,000,000",3,4,3500001,5500001,1.493,1.46
"CW",3,"4D","1,000,000",4,5,3500001,5500001,1.46,1.424
"CW",3,"4D","1,000,000",5,10,3500001,5500001,1.424,1.304
"CW",3,"4D","1,000,000",10,15,3500001,5500001,1.304,1.211
"CW",3,"4D","1,000,000",15,20,3500001,5500001,1.211,1.132
"CW",3,"4D","1,000,000",20,25,3500001,5500001,1.132,1.062
"CW",3,"4D","1,000,000",25,30,3500001,5500001,1.062,1.008
"CW",3,"4D","1,000,000",30,35,3500001,5500001,1.008,0.958
"CW",3,"4D","1,000,000",35,40,3500001,5500001,0.958,0.918
"CW",3,"4D","1,000,000",40,45,3500001,5500001,0.918,0.88
"CW",3,"4D","1,000,000",45,50,3500001,5500001,0.88,0.85
"CW",3,"4D","1,000,000",50,55,3500001,5500001,0.85,0.823
"CW",3,"4D","1,000,000",55,60,3500001,5500001,0.823,0.8
"CW",3,"4D","1,000,000",60,65,3500001,5500001,0.8,0.782
"CW",3,"4D","1,000,000",65,70,3500001,5500001,0.782,0.769
"CW",3,"4D","1,000,000",70,75,3500001,5500001,0.769,0.778
"CW",3,"4D","1,000,000",75,2147483647,3500001,5500001,0.778,0.778
"CW",1,"5B","1,000,000",1,2,3500001,5500001,1.2,1.16
"CW",1,"5B","1,000,000",2,3,3500001,5500001,1.16,1.147
"CW",1,"5B","1,000,000",3,4,3500001,5500001,1.147,1.12
"CW",1,"5B","1,000,000",4,5,3500001,5500001,1.12,1.12
"CW",1,"5B","1,000,000",5,10,3500001,5500001,1.12,1.064
"CW",1,"5B","1,000,000",10,15,3500001,5500001,1.064,1.029
"CW",1,"5B","1,000,000",15,20,3500001,5500001,1.029,0.992
"CW",1,"5B","1,000,000",20,25,3500001,5500001,0.992,0.966
"CW",1,"5B","1,000,000",25,30,3500001,5500001,0.966,0.944
"CW",1,"5B","1,000,000",30,35,3500001,5500001,0.944,0.926
"CW",1,"5B","1,000,000",35,40,3500001,5500001,0.926,0.912
"CW",1,"5B","1,000,000",40,45,3500001,5500001,0.912,0.903
"CW",1,"5B","1,000,000",45,50,3500001,5500001,0.903,0.898
"CW",1,"5B","1,000,000",50,55,3500001,5500001,0.898,0.896
"CW",1,"5B","1,000,000",55,60,3500001,5500001,0.896,0.9
"CW",1,"5B","1,000,000",60,65,3500001,5500001,0.9,0.91
"CW",1,"5B","1,000,000",65,70,3500001,5500001,0.91,0.931
"CW",1,"5B","1,000,000",70,75,3500001,5500001,0.931,0.966
"CW",1,"5B","1,000,000",75,2147483647,3500001,5500001,0.966,0.966
"CW",2,"5B","1,000,000",1,2,3500001,5500001,1.44,1.4
"CW",2,"5B","1,000,000",2,3,3500001,5500001,1.4,1.36
"CW",2,"5B","1,000,000",3,4,3500001,5500001,1.36,1.34
"CW",2,"5B","1,000,000",4,5,3500001,5500001,1.34,1.312
"CW",2,"5B","1,000,000",5,10,3500001,5500001,1.312,1.224
"CW",2,"5B","1,000,000",10,15,3500001,5500001,1.224,1.152
"CW",2,"5B","1,000,000",15,20,3500001,5500001,1.152,1.088
"CW",2,"5B","1,000,000",20,25,3500001,5500001,1.088,1.034
"CW",2,"5B","1,000,000",25,30,3500001,5500001,1.034,0.992
"CW",2,"5B","1,000,000",30,35,3500001,5500001,0.992,0.953
"CW",2,"5B","1,000,000",35,40,3500001,5500001,0.953,0.92
"CW",2,"5B","1,000,000",40,45,3500001,5500001,0.92,0.894
"CW",2,"5B","1,000,000",45,50,3500001,5500001,0.894,0.87
"CW",2,"5B","1,000,000",50,55,3500001,5500001,0.87,0.852
"CW",2,"5B","1,000,000",55,60,3500001,5500001,0.852,0.839
"CW",2,"5B","1,000,000",60,65,3500001,5500001,0.839,0.83
"CW",2,"5B","1,000,000",65,70,3500001,5500001,0.83,0.829
"CW",2,"5B","1,000,000",70,75,3500001,5500001,0.829,0.846
"CW",2,"5B","1,000,000",75,2147483647,3500001,5500001,0.846,0.846
"CW",3,"5B","1,000,000",1,2,3500001,5500001,1.52,1.52
"CW",3,"5B","1,000,000",2,3,3500001,5500001,1.52,1.493
"CW",3,"5B","1,000,000",3,4,3500001,5500001,1.493,1.46
"CW",3,"5B","1,000,000",4,5,3500001,5500001,1.46,1.424
"CW",3,"5B","1,000,000",5,10,3500001,5500001,1.424,1.304
"CW",3,"5B","1,000,000",10,15,3500001,5500001,1.304,1.211
"CW",3,"5B","1,000,000",15,20,3500001,5500001,1.211,1.132
"CW",3,"5B","1,000,000",20,25,3500001,5500001,1.132,1.062
"CW",3,"5B","1,000,000",25,30,3500001,5500001,1.062,1.008
"CW",3,"5B","1,000,000",30,35,3500001,5500001,1.008,0.958
"CW",3,"5B","1,000,000",35,40,3500001,5500001,0.958,0.918
"CW",3,"5B","1,000,000",40,45,3500001,5500001,0.918,0.88
"CW",3,"5B","1,000,000",45,50,3500001,5500001,0.88,0.85
"CW",3,"5B","1,000,000",50,55,3500001,5500001,0.85,0.823
"CW",3,"5B","1,000,000",55,60,3500001,5500001,0.823,0.8
"CW",3,"5B","1,000,000",60,65,3500001,5500001,0.8,0.782
"CW",3,"5B","1,000,000",65,70,3500001,5500001,0.782,0.769
"CW",3,"5B","1,000,000",70,75,3500001,5500001,0.769,0.778
"CW",3,"5B","1,000,000",75,2147483647,3500001,5500001,0.778,0.778
"CW",1,"5C","1,000,000",1,2,3500001,5500001,1.2,1.16
"CW",1,"5C","1,000,000",2,3,3500001,5500001,1.16,1.147
"CW",1,"5C","1,000,000",3,4,3500001,5500001,1.147,1.12
"CW",1,"5C","1,000,000",4,5,3500001,5500001,1.12,1.12
"CW",1,"5C","1,000,000",5,10,3500001,5500001,1.12,1.064
"CW",1,"5C","1,000,000",10,15,3500001,5500001,1.064,1.029
"CW",1,"5C","1,000,000",15,20,3500001,5500001,1.029,0.992
"CW",1,"5C","1,000,000",20,25,3500001,5500001,0.992,0.966
"CW",1,"5C","1,000,000",25,30,3500001,5500001,0.966,0.944
"CW",1,"5C","1,000,000",30,35,3500001,5500001,0.944,0.926
"CW",1,"5C","1,000,000",35,40,3500001,5500001,0.926,0.912
"CW",1,"5C","1,000,000",40,45,3500001,5500001,0.912,0.903
"CW",1,"5C","1,000,000",45,50,3500001,5500001,0.903,0.898
"CW",1,"5C","1,000,000",50,55,3500001,5500001,0.898,0.896
"CW",1,"5C","1,000,000",55,60,3500001,5500001,0.896,0.9
"CW",1,"5C","1,000,000",60,65,3500001,5500001,0.9,0.91
"CW",1,"5C","1,000,000",65,70,3500001,5500001,0.91,0.931
"CW",1,"5C","1,000,000",70,75,3500001,5500001,0.931,0.966
"CW",1,"5C","1,000,000",75,2147483647,3500001,5500001,0.966,0.966
"CW",2,"5C","1,000,000",1,2,3500001,5500001,1.44,1.4
"CW",2,"5C","1,000,000",2,3,3500001,5500001,1.4,1.36
"CW",2,"5C","1,000,000",3,4,3500001,5500001,1.36,1.34
"CW",2,"5C","1,000,000",4,5,3500001,5500001,1.34,1.312
"CW",2,"5C","1,000,000",5,10,3500001,5500001,1.312,1.224
"CW",2,"5C","1,000,000",10,15,3500001,5500001,1.224,1.152
"CW",2,"5C","1,000,000",15,20,3500001,5500001,1.152,1.088
"CW",2,"5C","1,000,000",20,25,3500001,5500001,1.088,1.034
"CW",2,"5C","1,000,000",25,30,3500001,5500001,1.034,0.992
"CW",2,"5C","1,000,000",30,35,3500001,5500001,0.992,0.953
"CW",2,"5C","1,000,000",35,40,3500001,5500001,0.953,0.92
"CW",2,"5C","1,000,000",40,45,3500001,5500001,0.92,0.894
"CW",2,"5C","1,000,000",45,50,3500001,5500001,0.894,0.87
"CW",2,"5C","1,000,000",50,55,3500001,5500001,0.87,0.852
"CW",2,"5C","1,000,000",55,60,3500001,5500001,0.852,0.839
"CW",2,"5C","1,000,000",60,65,3500001,5500001,0.839,0.83
"CW",2,"5C","1,000,000",65,70,3500001,5500001,0.83,0.829
"CW",2,"5C","1,000,000",70,75,3500001,5500001,0.829,0.846
"CW",2,"5C","1,000,000",75,2147483647,3500001,5500001,0.846,0.846
"CW",3,"5C","1,000,000",1,2,3500001,5500001,1.52,1.52
"CW",3,"5C","1,000,000",2,3,3500001,5500001,1.52,1.493
"CW",3,"5C","1,000,000",3,4,3500001,5500001,1.493,1.46
"CW",3,"5C","1,000,000",4,5,3500001,5500001,1.46,1.424
"CW",3,"5C","1,000,000",5,10,3500001,5500001,1.424,1.304
"CW",3,"5C","1,000,000",10,15,3500001,5500001,1.304,1.211
"CW",3,"5C","1,000,000",15,20,3500001,5500001,1.211,1.132
"CW",3,"5C","1,000,000",20,25,3500001,5500001,1.132,1.062
"CW",3,"5C","1,000,000",25,30,3500001,5500001,1.062,1.008
"CW",3,"5C","1,000,000",30,35,3500001,5500001,1.008,0.958
"CW",3,"5C","1,000,000",35,40,3500001,5500001,0.958,0.918
"CW",3,"5C","1,000,000",40,45,3500001,5500001,0.918,0.88
"CW",3,"5C","1,000,000",45,50,3500001,5500001,0.88,0.85
"CW",3,"5C","1,000,000",50,55,3500001,5500001,0.85,0.823
"CW",3,"5C","1,000,000",55,60,3500001,5500001,0.823,0.8
"CW",3,"5C","1,000,000",60,65,3500001,5500001,0.8,0.782
"CW",3,"5C","1,000,000",65,70,3500001,5500001,0.782,0.769
"CW",3,"5C","1,000,000",70,75,3500001,5500001,0.769,0.778
"CW",3,"5C","1,000,000",75,2147483647,3500001,5500001,0.778,0.778
"CW",1,"5AA","1,000,000",1,2,3500001,5500001,1.2,1.16
"CW",1,"5AA","1,000,000",2,3,3500001,5500001,1.16,1.147
"CW",1,"5AA","1,000,000",3,4,3500001,5500001,1.147,1.12
"CW",1,"5AA","1,000,000",4,5,3500001,5500001,1.12,1.12
"CW",1,"5AA","1,000,000",5,10,3500001,5500001,1.12,1.064
"CW",1,"5AA","1,000,000",10,15,3500001,5500001,1.064,1.029
"CW",1,"5AA","1,000,000",15,20,3500001,5500001,1.029,0.992
"CW",1,"5AA","1,000,000",20,25,3500001,5500001,0.992,0.966
"CW",1,"5AA","1,000,000",25,30,3500001,5500001,0.966,0.944
"CW",1,"5AA","1,000,000",30,35,3500001,5500001,0.944,0.926
"CW",1,"5AA","1,000,000",35,40,3500001,5500001,0.926,0.912
"CW",1,"5AA","1,000,000",40,45,3500001,5500001,0.912,0.903
"CW",1,"5AA","1,000,000",45,50,3500001,5500001,0.903,0.898
"CW",1,"5AA","1,000,000",50,55,3500001,5500001,0.898,0.896
"CW",1,"5AA","1,000,000",55,60,3500001,5500001,0.896,0.9
"CW",1,"5AA","1,000,000",60,65,3500001,5500001,0.9,0.91
"CW",1,"5AA","1,000,000",65,70,3500001,5500001,0.91,0.931
"CW",1,"5AA","1,000,000",70,75,3500001,5500001,0.931,0.966
"CW",1,"5AA","1,000,000",75,2147483647,3500001,5500001,0.966,0.966
"CW",2,"5AA","1,000,000",1,2,3500001,5500001,1.44,1.4
"CW",2,"5AA","1,000,000",2,3,3500001,5500001,1.4,1.36
"CW",2,"5AA","1,000,000",3,4,3500001,5500001,1.36,1.34
"CW",2,"5AA","1,000,000",4,5,3500001,5500001,1.34,1.312
"CW",2,"5AA","1,000,000",5,10,3500001,5500001,1.312,1.224
"CW",2,"5AA","1,000,000",10,15,3500001,5500001,1.224,1.152
"CW",2,"5AA","1,000,000",15,20,3500001,5500001,1.152,1.088
"CW",2,"5AA","1,000,000",20,25,3500001,5500001,1.088,1.034
"CW",2,"5AA","1,000,000",25,30,3500001,5500001,1.034,0.992
"CW",2,"5AA","1,000,000",30,35,3500001,5500001,0.992,0.953
"CW",2,"5AA","1,000,000",35,40,3500001,5500001,0.953,0.92
"CW",2,"5AA","1,000,000",40,45,3500001,5500001,0.92,0.894
"CW",2,"5AA","1,000,000",45,50,3500001,5500001,0.894,0.87
"CW",2,"5AA","1,000,000",50,55,3500001,5500001,0.87,0.852
"CW",2,"5AA","1,000,000",55,60,3500001,5500001,0.852,0.839
"CW",2,"5AA","1,000,000",60,65,3500001,5500001,0.839,0.83
"CW",2,"5AA","1,000,000",65,70,3500001,5500001,0.83,0.829
"CW",2,"5AA","1,000,000",70,75,3500001,5500001,0.829,0.846
"CW",2,"5AA","1,000,000",75,2147483647,3500001,5500001,0.846,0.846
"CW",3,"5AA","1,000,000",1,2,3500001,5500001,1.52,1.52
"CW",3,"5AA","1,000,000",2,3,3500001,5500001,1.52,1.493
"CW",3,"5AA","1,000,000",3,4,3500001,5500001,1.493,1.46
"CW",3,"5AA","1,000,000",4,5,3500001,5500001,1.46,1.424
"CW",3,"5AA","1,000,000",5,10,3500001,5500001,1.424,1.304
"CW",3,"5AA","1,000,000",10,15,3500001,5500001,1.304,1.211
"CW",3,"5AA","1,000,000",15,20,3500001,5500001,1.211,1.132
"CW",3,"5AA","1,000,000",20,25,3500001,5500001,1.132,1.062
"CW",3,"5AA","1,000,000",25,30,3500001,5500001,1.062,1.008
"CW",3,"5AA","1,000,000",30,35,3500001,5500001,1.008,0.958
"CW",3,"5AA","1,000,000",35,40,3500001,5500001,0.958,0.918
"CW",3,"5AA","1,000,000",40,45,3500001,5500001,0.918,0.88
"CW",3,"5AA","1,000,000",45,50,3500001,5500001,0.88,0.85
"CW",3,"5AA","1,000,000",50,55,3500001,5500001,0.85,0.823
"CW",3,"5AA","1,000,000",55,60,3500001,5500001,0.823,0.8
"CW",3,"5AA","1,000,000",60,65,3500001,5500001,0.8,0.782
"CW",3,"5AA","1,000,000",65,70,3500001,5500001,0.782,0.769
"CW",3,"5AA","1,000,000",70,75,3500001,5500001,0.769,0.778
"CW",3,"5AA","1,000,000",75,2147483647,3500001,5500001,0.778,0.778
"CW",1,"1C","1,000,000",1,2,5500001,10000001,1.52,1.48
"CW",1,"1C","1,000,000",2,3,5500001,10000001,1.48,1.44
"CW",1,"1C","1,000,000",3,4,5500001,10000001,1.44,1.42
"CW",1,"1C","1,000,000",4,5,5500001,10000001,1.42,1.392
"CW",1,"1C","1,000,000",5,10,5500001,10000001,1.392,1.288
"CW",1,"1C","1,000,000",10,15,5500001,10000001,1.288,1.211
"CW",1,"1C","1,000,000",15,20,5500001,10000001,1.211,1.148
"CW",1,"1C","1,000,000",20,25,5500001,10000001,1.148,1.094
"CW",1,"1C","1,000,000",25,30,5500001,10000001,1.094,1.051
"CW",1,"1C","1,000,000",30,35,5500001,10000001,1.051,1.015
"CW",1,"1C","1,000,000",35,40,5500001,10000001,1.015,0.984
"CW",1,"1C","1,000,000",40,45,5500001,10000001,0.984,0.96
"CW",1,"1C","1,000,000",45,50,5500001,10000001,0.96,0.939
"CW",1,"1C","1,000,000",50,55,5500001,10000001,0.939,0.922
"CW",1,"1C","1,000,000",55,60,5500001,10000001,0.922,0.909
"CW",1,"1C","1,000,000",60,65,5500001,10000001,0.909,0.901
"CW",1,"1C","1,000,000",65,70,5500001,10000001,0.901,0.897
"CW",1,"1C","1,000,000",70,75,5500001,10000001,0.897,0.899
"CW",1,"1C","1,000,000",75,2147483647,5500001,10000001,0.899,0.899
"CW",1,"2A","1,000,000",1,2,5500001,10000001,1.6,1.56
