"StateCode","DisplayValue","DataValue"
"CW","Search & Rescue","Search & Rescue"
"CW","Firefighting","Firefighting"
"CW","Weather & Environmental Data Collection (including storm monitoring)","Weather & Environmental Data Collection (including storm monitoring)"
"CW","All Other","All Other"
