"StateCode","DisplayValue","DataValue"
"CW","1","1"
"CW","2","2"
"CW","3","3"
"CW","4","4"
"CW","5","5"
"CW","6","6"
"CW","7","7"
"CW","8","8"
"CW","8B","8B"
"CW","9","9"
"CW","10","10"
"CW","1X","1X"
"CW","2X","2X"
"CW","3X","3X"
"CW","4X","4X"
"CW","5X","5X"
"CW","6X","6X"
"CW","7X","7X"
"CW","8X","8X"
"CW","1Y","1Y"
"CW","2Y","2Y"
"CW","3Y","3Y"
"CW","4Y","4Y"
"CW","5Y","5Y"
"CW","6Y","6Y"
"CW","7Y","7Y"
"CW","8Y","8Y"
"CW","10W","10W"
