"StateCode","DisplayValue","DataValue"
"CW","30","30"
"CW","60","60"
"CW","90","90"
"CW","120","120"
"CW","150","150"
"CW","180","180"
"CW","270","270"
"CW","365","365"
"CW","450","450"
"CW","540","540"
"CW","630","630"
"CW","730","730"
