"StateCode","DisplayValue","DataValue"
"CW","Basement","Basement"
"CW","1","1"
"CW","2","2"
"CW","3","3"
"CW","4","4"
"CW","5","5"
"CW","6","6"
"CW","7","7"
"CW","8 or higher","8 or higher"
"CW","Unknown","Unknown"
