"StateCode","DisplayValue","DataValue"
"CW","Elevated Premises/Structures","Elevated Premises/Structures"
"CW","Non-Elevated Premises/Structures with No Basement","Non-Elevated Premises/Structures with No Basement"
"CW","Non-Elevated Premises/Structures with Unfinished Basement - Masonry","Non-Elevated Premises/Structures with Unfinished Basement - Masonry"
"CW","Non-Elevated Premises/Structures with Unfinished Basement - Concrete","Non-Elevated Premises/Structures with Unfinished Basement - Concrete"
"CW","Non-Elevated Premises/Structures with Finished Basement - Masonry","Non-Elevated Premises/Structures with Finished Basement - Masonry"
"CW","Non-Elevated Premises/Structures with Finished Basement - Concrete","Non-Elevated Premises/Structures with Finished Basement - Concrete"
