"StateCode","DisplayValue","DataValue"
"CW","5%","5%"
"CW","4%","4%"
"CW","3%","3%"
"CW","2%","2%"
"CW","1%","1%"
"CW","0%","0%"
"CW","-1%","-1%"
"CW","-2%","-2%"
"CW","-3%","-3%"
"CW","-4%","-4%"
"CW","-5%","-5%"
