"StateCode","DisplayValue","DataValue"
"CW","Communications Supply - Including Overhead Transmission Lines","Communications Supply - Including Overhead Transmission Lines"
"CW","Communications Supply - Not Including Overhead Transmission Lines","Communications Supply - Not Including Overhead Transmission Lines"
"CW","Power Supply - Including Overhead Transmission Lines","Power Supply - Including Overhead Transmission Lines"
"CW","Power Supply - Not Including Overhead Transmission Lines","Power Supply - Not Including Overhead Transmission Lines"
"CW","Water Supply","Water Supply"
