"StateCode","PolicyType","CovTypeBldg","CauseOfLossBldg","IncludedInBlktBldg","ValuationTypeBldg","AgreedValueBldg","DisplayValue","DataValue"
"CW","Standard Property Policy","Building","Fire and Allied Lines","No","Actual Cash Value","Not Applicable","None","None"
"CW","Standard Property Policy","Building","Fire and Sprinkler Leakage","No","Actual Cash Value","Not Applicable","50%","50%"
"CW","Standard Property Policy","Building","Fire and Sprinkler Leakage","No","Actual Cash Value","Not Applicable","60%","60%"
"CW","Standard Property Policy","Building","Fire and Sprinkler Leakage","No","Actual Cash Value","Not Applicable","70%","70%"
"CW","Standard Property Policy","Building","Fire and Sprinkler Leakage","No","Actual Cash Value","Not Applicable","80%","80%"
"CW","Standard Property Policy","Building","Fire and Sprinkler Leakage","No","Actual Cash Value","Not Applicable","90%","90%"
"CW","Standard Property Policy","Building","Fire and Sprinkler Leakage","No","Actual Cash Value","Not Applicable","100%","100%"
"CW","Standard Property Policy","Building","Fire and Sprinkler Leakage","No","Actual Cash Value","Not Applicable","None","None"
"CW","Standard Property Policy","Building","Fire and Vandalism","No","Actual Cash Value","Not Applicable","50%","50%"
"CW","Standard Property Policy","Building","Fire and Vandalism","No","Actual Cash Value","Not Applicable","60%","60%"
"CW","Standard Property Policy","Building","Fire and Vandalism","No","Actual Cash Value","Not Applicable","70%","70%"
"CW","Standard Property Policy","Building","Fire and Vandalism","No","Actual Cash Value","Not Applicable","80%","80%"
"CW","Standard Property Policy","Building","Fire and Vandalism","No","Actual Cash Value","Not Applicable","90%","90%"
"CW","Standard Property Policy","Building","Fire and Vandalism","No","Actual Cash Value","Not Applicable","100%","100%"
"CW","Standard Property Policy","Building","Fire and Vandalism","No","Actual Cash Value","Not Applicable","None","None"
"CW","Standard Property Policy","Building","Fire, Sprinkler Leakage and Allied Lines","No","Actual Cash Value","Not Applicable","50%","50%"
"CW","Standard Property Policy","Building","Fire, Sprinkler Leakage and Allied Lines","No","Actual Cash Value","Not Applicable","60%","60%"
"CW","Standard Property Policy","Building","Fire, Sprinkler Leakage and Allied Lines","No","Actual Cash Value","Not Applicable","70%","70%"
"CW","Standard Property Policy","Building","Fire, Sprinkler Leakage and Allied Lines","No","Actual Cash Value","Not Applicable","80%","80%"
"CW","Standard Property Policy","Building","Fire, Sprinkler Leakage and Allied Lines","No","Actual Cash Value","Not Applicable","90%","90%"
"CW","Standard Property Policy","Building","Fire, Sprinkler Leakage and Allied Lines","No","Actual Cash Value","Not Applicable","100%","100%"
"CW","Standard Property Policy","Building","Fire, Sprinkler Leakage and Allied Lines","No","Actual Cash Value","Not Applicable","None","None"
"CW","Standard Property Policy","Building","Fire, Vandalism and Allied Lines","No","Actual Cash Value","Not Applicable","50%","50%"
"CW","Standard Property Policy","Building","Fire, Vandalism and Allied Lines","No","Actual Cash Value","Not Applicable","60%","60%"
"CW","Standard Property Policy","Building","Fire, Vandalism and Allied Lines","No","Actual Cash Value","Not Applicable","70%","70%"
"CW","Standard Property Policy","Building","Fire, Vandalism and Allied Lines","No","Actual Cash Value","Not Applicable","80%","80%"
"CW","Standard Property Policy","Building","Fire, Vandalism and Allied Lines","No","Actual Cash Value","Not Applicable","90%","90%"
"CW","Standard Property Policy","Building","Fire, Vandalism and Allied Lines","No","Actual Cash Value","Not Applicable","100%","100%"
"CW","Standard Property Policy","Building","Fire, Vandalism and Allied Lines","No","Actual Cash Value","Not Applicable","None","None"
"CW","Standard Property Policy","Building","Fire, Vandalism and Sprinkler Leakage","No","Actual Cash Value","Not Applicable","50%","50%"
"CW","Standard Property Policy","Building","Fire, Vandalism and Sprinkler Leakage","No","Actual Cash Value","Not Applicable","60%","60%"
"CW","Standard Property Policy","Building","Fire, Vandalism and Sprinkler Leakage","No","Actual Cash Value","Not Applicable","70%","70%"
"CW","Standard Property Policy","Building","Fire, Vandalism and Sprinkler Leakage","No","Actual Cash Value","Not Applicable","80%","80%"
"CW","Standard Property Policy","Building","Fire, Vandalism and Sprinkler Leakage","No","Actual Cash Value","Not Applicable","90%","90%"
"CW","Standard Property Policy","Building","Fire, Vandalism and Sprinkler Leakage","No","Actual Cash Value","Not Applicable","100%","100%"
"CW","Standard Property Policy","Building","Fire, Vandalism and Sprinkler Leakage","No","Actual Cash Value","Not Applicable","None","None"
"CW","Standard Property Policy","Building","Fire, Vandalism, Sprinkler Leakage and Allied Lines","No","Actual Cash Value","Not Applicable","50%","50%"
"CW","Standard Property Policy","Building","Fire, Vandalism, Sprinkler Leakage and Allied Lines","No","Actual Cash Value","Not Applicable","60%","60%"
"CW","Standard Property Policy","Building","Fire, Vandalism, Sprinkler Leakage and Allied Lines","No","Actual Cash Value","Not Applicable","70%","70%"
"CW","Standard Property Policy","Building","Fire, Vandalism, Sprinkler Leakage and Allied Lines","No","Actual Cash Value","Not Applicable","80%","80%"
"CW","Standard Property Policy","Building","Fire, Vandalism, Sprinkler Leakage and Allied Lines","No","Actual Cash Value","Not Applicable","90%","90%"
"CW","Standard Property Policy","Building","Fire, Vandalism, Sprinkler Leakage and Allied Lines","No","Actual Cash Value","Not Applicable","100%","100%"
"CW","Standard Property Policy","Building","Fire, Vandalism, Sprinkler Leakage and Allied Lines","No","Actual Cash Value","Not Applicable","None","None"
"CW","Standard Property Policy","Condominium Association","Blanket Cause of Loss Applies","Yes","Actual Cash Value","Not Applicable","Blanket Coinsurance Percentage Applies","Blanket Coinsurance Percentage Applies"
"CW","Standard Property Policy","Condominium Association","Fire","No","Actual Cash Value","Not Applicable","50%","50%"
"CW","Standard Property Policy","Condominium Association","Fire","No","Actual Cash Value","Not Applicable","60%","60%"
"CW","Standard Property Policy","Condominium Association","Fire","No","Actual Cash Value","Not Applicable","70%","70%"
"CW","Standard Property Policy","Condominium Association","Fire","No","Actual Cash Value","Not Applicable","80%","80%"
"CW","Standard Property Policy","Condominium Association","Fire","No","Actual Cash Value","Not Applicable","90%","90%"
"CW","Standard Property Policy","Condominium Association","Fire","No","Actual Cash Value","Not Applicable","100%","100%"
"CW","Standard Property Policy","Condominium Association","Fire","No","Actual Cash Value","Not Applicable","None","None"
"CW","Standard Property Policy","Condominium Association","Fire and Allied Lines","No","Actual Cash Value","Not Applicable","50%","50%"
"CW","Standard Property Policy","Condominium Association","Fire and Allied Lines","No","Actual Cash Value","Not Applicable","60%","60%"
"CW","Standard Property Policy","Condominium Association","Fire and Allied Lines","No","Actual Cash Value","Not Applicable","70%","70%"
"CW","Standard Property Policy","Condominium Association","Fire and Allied Lines","No","Actual Cash Value","Not Applicable","80%","80%"
"CW","Standard Property Policy","Condominium Association","Fire and Allied Lines","No","Actual Cash Value","Not Applicable","90%","90%"
"CW","Standard Property Policy","Condominium Association","Fire and Allied Lines","No","Actual Cash Value","Not Applicable","100%","100%"
"CW","Standard Property Policy","Condominium Association","Fire and Allied Lines","No","Actual Cash Value","Not Applicable","None","None"
"CW","Standard Property Policy","Condominium Association","Fire and Sprinkler Leakage","No","Actual Cash Value","Not Applicable","50%","50%"
"CW","Standard Property Policy","Condominium Association","Fire and Sprinkler Leakage","No","Actual Cash Value","Not Applicable","60%","60%"
"CW","Standard Property Policy","Condominium Association","Fire and Sprinkler Leakage","No","Actual Cash Value","Not Applicable","70%","70%"
"CW","Standard Property Policy","Condominium Association","Fire and Sprinkler Leakage","No","Actual Cash Value","Not Applicable","80%","80%"
"CW","Standard Property Policy","Condominium Association","Fire and Sprinkler Leakage","No","Actual Cash Value","Not Applicable","90%","90%"
"CW","Standard Property Policy","Condominium Association","Fire and Sprinkler Leakage","No","Actual Cash Value","Not Applicable","100%","100%"
"CW","Standard Property Policy","Condominium Association","Fire and Sprinkler Leakage","No","Actual Cash Value","Not Applicable","None","None"
"CW","Standard Property Policy","Condominium Association","Fire and Vandalism","No","Actual Cash Value","Not Applicable","50%","50%"
"CW","Standard Property Policy","Condominium Association","Fire and Vandalism","No","Actual Cash Value","Not Applicable","60%","60%"
"CW","Standard Property Policy","Condominium Association","Fire and Vandalism","No","Actual Cash Value","Not Applicable","70%","70%"
"CW","Standard Property Policy","Condominium Association","Fire and Vandalism","No","Actual Cash Value","Not Applicable","80%","80%"
"CW","Standard Property Policy","Condominium Association","Fire and Vandalism","No","Actual Cash Value","Not Applicable","90%","90%"
"CW","Standard Property Policy","Condominium Association","Fire and Vandalism","No","Actual Cash Value","Not Applicable","100%","100%"
"CW","Standard Property Policy","Condominium Association","Fire and Vandalism","No","Actual Cash Value","Not Applicable","None","None"
"CW","Standard Property Policy","Condominium Association","Fire, Sprinkler Leakage and Allied Lines","No","Actual Cash Value","Not Applicable","50%","50%"
"CW","Standard Property Policy","Condominium Association","Fire, Sprinkler Leakage and Allied Lines","No","Actual Cash Value","Not Applicable","60%","60%"
"CW","Standard Property Policy","Condominium Association","Fire, Sprinkler Leakage and Allied Lines","No","Actual Cash Value","Not Applicable","70%","70%"
"CW","Standard Property Policy","Condominium Association","Fire, Sprinkler Leakage and Allied Lines","No","Actual Cash Value","Not Applicable","80%","80%"
"CW","Standard Property Policy","Condominium Association","Fire, Sprinkler Leakage and Allied Lines","No","Actual Cash Value","Not Applicable","90%","90%"
"CW","Standard Property Policy","Condominium Association","Fire, Sprinkler Leakage and Allied Lines","No","Actual Cash Value","Not Applicable","100%","100%"
"CW","Standard Property Policy","Condominium Association","Fire, Sprinkler Leakage and Allied Lines","No","Actual Cash Value","Not Applicable","None","None"
"CW","Standard Property Policy","Condominium Association","Fire, Vandalism and Allied Lines","No","Actual Cash Value","Not Applicable","50%","50%"
"CW","Standard Property Policy","Condominium Association","Fire, Vandalism and Allied Lines","No","Actual Cash Value","Not Applicable","60%","60%"
"CW","Standard Property Policy","Condominium Association","Fire, Vandalism and Allied Lines","No","Actual Cash Value","Not Applicable","70%","70%"
"CW","Standard Property Policy","Condominium Association","Fire, Vandalism and Allied Lines","No","Actual Cash Value","Not Applicable","80%","80%"
"CW","Standard Property Policy","Condominium Association","Fire, Vandalism and Allied Lines","No","Actual Cash Value","Not Applicable","90%","90%"
"CW","Standard Property Policy","Condominium Association","Fire, Vandalism and Allied Lines","No","Actual Cash Value","Not Applicable","100%","100%"
"CW","Standard Property Policy","Condominium Association","Fire, Vandalism and Allied Lines","No","Actual Cash Value","Not Applicable","None","None"
"CW","Standard Property Policy","Condominium Association","Fire, Vandalism and Sprinkler Leakage","No","Actual Cash Value","Not Applicable","50%","50%"
"CW","Standard Property Policy","Condominium Association","Fire, Vandalism and Sprinkler Leakage","No","Actual Cash Value","Not Applicable","60%","60%"
"CW","Standard Property Policy","Condominium Association","Fire, Vandalism and Sprinkler Leakage","No","Actual Cash Value","Not Applicable","70%","70%"
"CW","Standard Property Policy","Condominium Association","Fire, Vandalism and Sprinkler Leakage","No","Actual Cash Value","Not Applicable","80%","80%"
"CW","Standard Property Policy","Condominium Association","Fire, Vandalism and Sprinkler Leakage","No","Actual Cash Value","Not Applicable","90%","90%"
"CW","Standard Property Policy","Condominium Association","Fire, Vandalism and Sprinkler Leakage","No","Actual Cash Value","Not Applicable","100%","100%"
"CW","Standard Property Policy","Condominium Association","Fire, Vandalism and Sprinkler Leakage","No","Actual Cash Value","Not Applicable","None","None"
"CW","Standard Property Policy","Condominium Association","Fire, Vandalism, Sprinkler Leakage and Allied Lines","No","Actual Cash Value","Not Applicable","50%","50%"
"CW","Standard Property Policy","Condominium Association","Fire, Vandalism, Sprinkler Leakage and Allied Lines","No","Actual Cash Value","Not Applicable","60%","60%"
"CW","Standard Property Policy","Condominium Association","Fire, Vandalism, Sprinkler Leakage and Allied Lines","No","Actual Cash Value","Not Applicable","70%","70%"
"CW","Standard Property Policy","Condominium Association","Fire, Vandalism, Sprinkler Leakage and Allied Lines","No","Actual Cash Value","Not Applicable","80%","80%"
"CW","Standard Property Policy","Condominium Association","Fire, Vandalism, Sprinkler Leakage and Allied Lines","No","Actual Cash Value","Not Applicable","90%","90%"
"CW","Standard Property Policy","Condominium Association","Fire, Vandalism, Sprinkler Leakage and Allied Lines","No","Actual Cash Value","Not Applicable","100%","100%"
"CW","Standard Property Policy","Condominium Association","Fire, Vandalism, Sprinkler Leakage and Allied Lines","No","Actual Cash Value","Not Applicable","None","None"
"CW","Standard Property Policy","Improvements and Betterments","Blanket Cause of Loss Applies","Yes","Actual Cash Value","Not Applicable","Blanket Coinsurance Percentage Applies","Blanket Coinsurance Percentage Applies"
"CW","Standard Property Policy","Improvements and Betterments","Fire","No","Actual Cash Value","Not Applicable","50%","50%"
"CW","Standard Property Policy","Improvements and Betterments","Fire","No","Actual Cash Value","Not Applicable","60%","60%"
"CW","Standard Property Policy","Improvements and Betterments","Fire","No","Actual Cash Value","Not Applicable","70%","70%"
"CW","Standard Property Policy","Improvements and Betterments","Fire","No","Actual Cash Value","Not Applicable","80%","80%"
"CW","Standard Property Policy","Improvements and Betterments","Fire","No","Actual Cash Value","Not Applicable","90%","90%"
"CW","Standard Property Policy","Improvements and Betterments","Fire","No","Actual Cash Value","Not Applicable","100%","100%"
"CW","Standard Property Policy","Improvements and Betterments","Fire","No","Actual Cash Value","Not Applicable","None","None"
"CW","Standard Property Policy","Improvements and Betterments","Fire and Allied Lines","No","Actual Cash Value","Not Applicable","50%","50%"
"CW","Standard Property Policy","Improvements and Betterments","Fire and Allied Lines","No","Actual Cash Value","Not Applicable","60%","60%"
"CW","Standard Property Policy","Improvements and Betterments","Fire and Allied Lines","No","Actual Cash Value","Not Applicable","70%","70%"
"CW","Standard Property Policy","Improvements and Betterments","Fire and Allied Lines","No","Actual Cash Value","Not Applicable","80%","80%"
"CW","Standard Property Policy","Improvements and Betterments","Fire and Allied Lines","No","Actual Cash Value","Not Applicable","90%","90%"
"CW","Standard Property Policy","Improvements and Betterments","Fire and Allied Lines","No","Actual Cash Value","Not Applicable","100%","100%"
"CW","Standard Property Policy","Improvements and Betterments","Fire and Allied Lines","No","Actual Cash Value","Not Applicable","None","None"
"CW","Standard Property Policy","Improvements and Betterments","Fire and Sprinkler Leakage","No","Actual Cash Value","Not Applicable","50%","50%"
"CW","Standard Property Policy","Improvements and Betterments","Fire and Sprinkler Leakage","No","Actual Cash Value","Not Applicable","60%","60%"
"CW","Standard Property Policy","Improvements and Betterments","Fire and Sprinkler Leakage","No","Actual Cash Value","Not Applicable","70%","70%"
"CW","Standard Property Policy","Improvements and Betterments","Fire and Sprinkler Leakage","No","Actual Cash Value","Not Applicable","80%","80%"
"CW","Standard Property Policy","Improvements and Betterments","Fire and Sprinkler Leakage","No","Actual Cash Value","Not Applicable","90%","90%"
"CW","Standard Property Policy","Improvements and Betterments","Fire and Sprinkler Leakage","No","Actual Cash Value","Not Applicable","100%","100%"
"CW","Standard Property Policy","Improvements and Betterments","Fire and Sprinkler Leakage","No","Actual Cash Value","Not Applicable","None","None"
"CW","Standard Property Policy","Improvements and Betterments","Fire and Vandalism","No","Actual Cash Value","Not Applicable","50%","50%"
"CW","Standard Property Policy","Improvements and Betterments","Fire and Vandalism","No","Actual Cash Value","Not Applicable","60%","60%"
"CW","Standard Property Policy","Improvements and Betterments","Fire and Vandalism","No","Actual Cash Value","Not Applicable","70%","70%"
"CW","Standard Property Policy","Improvements and Betterments","Fire and Vandalism","No","Actual Cash Value","Not Applicable","80%","80%"
"CW","Standard Property Policy","Improvements and Betterments","Fire and Vandalism","No","Actual Cash Value","Not Applicable","90%","90%"
"CW","Standard Property Policy","Improvements and Betterments","Fire and Vandalism","No","Actual Cash Value","Not Applicable","100%","100%"
"CW","Standard Property Policy","Improvements and Betterments","Fire and Vandalism","No","Actual Cash Value","Not Applicable","None","None"
"CW","Standard Property Policy","Improvements and Betterments","Fire, Sprinkler Leakage and Allied Lines","No","Actual Cash Value","Not Applicable","50%","50%"
"CW","Standard Property Policy","Improvements and Betterments","Fire, Sprinkler Leakage and Allied Lines","No","Actual Cash Value","Not Applicable","60%","60%"
"CW","Standard Property Policy","Improvements and Betterments","Fire, Sprinkler Leakage and Allied Lines","No","Actual Cash Value","Not Applicable","70%","70%"
"CW","Standard Property Policy","Improvements and Betterments","Fire, Sprinkler Leakage and Allied Lines","No","Actual Cash Value","Not Applicable","80%","80%"
"CW","Standard Property Policy","Improvements and Betterments","Fire, Sprinkler Leakage and Allied Lines","No","Actual Cash Value","Not Applicable","90%","90%"
"CW","Standard Property Policy","Improvements and Betterments","Fire, Sprinkler Leakage and Allied Lines","No","Actual Cash Value","Not Applicable","100%","100%"
"CW","Standard Property Policy","Improvements and Betterments","Fire, Sprinkler Leakage and Allied Lines","No","Actual Cash Value","Not Applicable","None","None"
"CW","Standard Property Policy","Improvements and Betterments","Fire, Vandalism and Allied Lines","No","Actual Cash Value","Not Applicable","50%","50%"
"CW","Standard Property Policy","Improvements and Betterments","Fire, Vandalism and Allied Lines","No","Actual Cash Value","Not Applicable","60%","60%"
"CW","Standard Property Policy","Improvements and Betterments","Fire, Vandalism and Allied Lines","No","Actual Cash Value","Not Applicable","70%","70%"
"CW","Standard Property Policy","Improvements and Betterments","Fire, Vandalism and Allied Lines","No","Actual Cash Value","Not Applicable","80%","80%"
"CW","Standard Property Policy","Improvements and Betterments","Fire, Vandalism and Allied Lines","No","Actual Cash Value","Not Applicable","90%","90%"
"CW","Standard Property Policy","Improvements and Betterments","Fire, Vandalism and Allied Lines","No","Actual Cash Value","Not Applicable","100%","100%"
"CW","Standard Property Policy","Improvements and Betterments","Fire, Vandalism and Allied Lines","No","Actual Cash Value","Not Applicable","None","None"
"CW","Standard Property Policy","Improvements and Betterments","Fire, Vandalism and Sprinkler Leakage","No","Actual Cash Value","Not Applicable","50%","50%"
"CW","Standard Property Policy","Improvements and Betterments","Fire, Vandalism and Sprinkler Leakage","No","Actual Cash Value","Not Applicable","60%","60%"
"CW","Standard Property Policy","Improvements and Betterments","Fire, Vandalism and Sprinkler Leakage","No","Actual Cash Value","Not Applicable","70%","70%"
"CW","Standard Property Policy","Improvements and Betterments","Fire, Vandalism and Sprinkler Leakage","No","Actual Cash Value","Not Applicable","80%","80%"
"CW","Standard Property Policy","Improvements and Betterments","Fire, Vandalism and Sprinkler Leakage","No","Actual Cash Value","Not Applicable","90%","90%"
"CW","Standard Property Policy","Improvements and Betterments","Fire, Vandalism and Sprinkler Leakage","No","Actual Cash Value","Not Applicable","100%","100%"
"CW","Standard Property Policy","Improvements and Betterments","Fire, Vandalism and Sprinkler Leakage","No","Actual Cash Value","Not Applicable","None","None"
"CW","Standard Property Policy","Improvements and Betterments","Fire, Vandalism, Sprinkler Leakage and Allied Lines","No","Actual Cash Value","Not Applicable","50%","50%"
"CW","Standard Property Policy","Improvements and Betterments","Fire, Vandalism, Sprinkler Leakage and Allied Lines","No","Actual Cash Value","Not Applicable","60%","60%"
"CW","Standard Property Policy","Improvements and Betterments","Fire, Vandalism, Sprinkler Leakage and Allied Lines","No","Actual Cash Value","Not Applicable","70%","70%"
"CW","Standard Property Policy","Improvements and Betterments","Fire, Vandalism, Sprinkler Leakage and Allied Lines","No","Actual Cash Value","Not Applicable","80%","80%"
"CW","Standard Property Policy","Improvements and Betterments","Fire, Vandalism, Sprinkler Leakage and Allied Lines","No","Actual Cash Value","Not Applicable","90%","90%"
"CW","Standard Property Policy","Improvements and Betterments","Fire, Vandalism, Sprinkler Leakage and Allied Lines","No","Actual Cash Value","Not Applicable","100%","100%"
"CW","Standard Property Policy","Improvements and Betterments","Fire, Vandalism, Sprinkler Leakage and Allied Lines","No","Actual Cash Value","Not Applicable","None","None"
"CW","Standard Property Policy","No Coverage","Fire","Not Applicable","Not Applicable","Not Applicable","50%","50%"
"CW","Standard Property Policy","No Coverage","Fire","Not Applicable","Not Applicable","Not Applicable","60%","60%"
"CW","Standard Property Policy","No Coverage","Fire","Not Applicable","Not Applicable","Not Applicable","70%","70%"
"CW","Standard Property Policy","No Coverage","Fire","Not Applicable","Not Applicable","Not Applicable","80%","80%"
"CW","Standard Property Policy","No Coverage","Fire","Not Applicable","Not Applicable","Not Applicable","90%","90%"
"CW","Standard Property Policy","No Coverage","Fire","Not Applicable","Not Applicable","Not Applicable","100%","100%"
"CW","Standard Property Policy","No Coverage","Fire","Not Applicable","Not Applicable","Not Applicable","None","None"
"CW","Standard Property Policy","No Coverage","Fire and Allied Lines","Not Applicable","Not Applicable","Not Applicable","50%","50%"
"CW","Standard Property Policy","No Coverage","Fire and Allied Lines","Not Applicable","Not Applicable","Not Applicable","60%","60%"
"CW","Standard Property Policy","No Coverage","Fire and Allied Lines","Not Applicable","Not Applicable","Not Applicable","70%","70%"
"CW","Standard Property Policy","No Coverage","Fire and Allied Lines","Not Applicable","Not Applicable","Not Applicable","80%","80%"
"CW","Standard Property Policy","No Coverage","Fire and Allied Lines","Not Applicable","Not Applicable","Not Applicable","90%","90%"
"CW","Standard Property Policy","No Coverage","Fire and Allied Lines","Not Applicable","Not Applicable","Not Applicable","100%","100%"
"CW","Standard Property Policy","No Coverage","Fire and Allied Lines","Not Applicable","Not Applicable","Not Applicable","None","None"
"CW","Standard Property Policy","No Coverage","Fire and Sprinkler Leakage","Not Applicable","Not Applicable","Not Applicable","50%","50%"
"CW","Standard Property Policy","No Coverage","Fire and Sprinkler Leakage","Not Applicable","Not Applicable","Not Applicable","60%","60%"
"CW","Standard Property Policy","No Coverage","Fire and Sprinkler Leakage","Not Applicable","Not Applicable","Not Applicable","70%","70%"
"CW","Standard Property Policy","No Coverage","Fire and Sprinkler Leakage","Not Applicable","Not Applicable","Not Applicable","80%","80%"
"CW","Standard Property Policy","No Coverage","Fire and Sprinkler Leakage","Not Applicable","Not Applicable","Not Applicable","90%","90%"
"CW","Standard Property Policy","No Coverage","Fire and Sprinkler Leakage","Not Applicable","Not Applicable","Not Applicable","100%","100%"
"CW","Standard Property Policy","No Coverage","Fire and Sprinkler Leakage","Not Applicable","Not Applicable","Not Applicable","None","None"
"CW","Standard Property Policy","No Coverage","Fire and Vandalism","Not Applicable","Not Applicable","Not Applicable","50%","50%"
"CW","Standard Property Policy","No Coverage","Fire and Vandalism","Not Applicable","Not Applicable","Not Applicable","60%","60%"
"CW","Standard Property Policy","No Coverage","Fire and Vandalism","Not Applicable","Not Applicable","Not Applicable","70%","70%"
"CW","Standard Property Policy","No Coverage","Fire and Vandalism","Not Applicable","Not Applicable","Not Applicable","80%","80%"
"CW","Standard Property Policy","No Coverage","Fire and Vandalism","Not Applicable","Not Applicable","Not Applicable","90%","90%"
"CW","Standard Property Policy","No Coverage","Fire and Vandalism","Not Applicable","Not Applicable","Not Applicable","100%","100%"
"CW","Standard Property Policy","No Coverage","Fire and Vandalism","Not Applicable","Not Applicable","Not Applicable","None","None"
"CW","Standard Property Policy","No Coverage","Fire, Sprinkler Leakage and Allied Lines","Not Applicable","Not Applicable","Not Applicable","50%","50%"
"CW","Standard Property Policy","No Coverage","Fire, Sprinkler Leakage and Allied Lines","Not Applicable","Not Applicable","Not Applicable","60%","60%"
"CW","Standard Property Policy","No Coverage","Fire, Sprinkler Leakage and Allied Lines","Not Applicable","Not Applicable","Not Applicable","70%","70%"
"CW","Standard Property Policy","No Coverage","Fire, Sprinkler Leakage and Allied Lines","Not Applicable","Not Applicable","Not Applicable","80%","80%"
"CW","Standard Property Policy","No Coverage","Fire, Sprinkler Leakage and Allied Lines","Not Applicable","Not Applicable","Not Applicable","90%","90%"
"CW","Standard Property Policy","No Coverage","Fire, Sprinkler Leakage and Allied Lines","Not Applicable","Not Applicable","Not Applicable","100%","100%"
"CW","Standard Property Policy","No Coverage","Fire, Sprinkler Leakage and Allied Lines","Not Applicable","Not Applicable","Not Applicable","None","None"
"CW","Standard Property Policy","No Coverage","Fire, Vandalism and Allied Lines","Not Applicable","Not Applicable","Not Applicable","50%","50%"
"CW","Standard Property Policy","No Coverage","Fire, Vandalism and Allied Lines","Not Applicable","Not Applicable","Not Applicable","60%","60%"
"CW","Standard Property Policy","No Coverage","Fire, Vandalism and Allied Lines","Not Applicable","Not Applicable","Not Applicable","70%","70%"
"CW","Standard Property Policy","No Coverage","Fire, Vandalism and Allied Lines","Not Applicable","Not Applicable","Not Applicable","80%","80%"
"CW","Standard Property Policy","No Coverage","Fire, Vandalism and Allied Lines","Not Applicable","Not Applicable","Not Applicable","90%","90%"
"CW","Standard Property Policy","No Coverage","Fire, Vandalism and Allied Lines","Not Applicable","Not Applicable","Not Applicable","100%","100%"
"CW","Standard Property Policy","No Coverage","Fire, Vandalism and Allied Lines","Not Applicable","Not Applicable","Not Applicable","None","None"
"CW","Standard Property Policy","No Coverage","Fire, Vandalism and Sprinkler Leakage","Not Applicable","Not Applicable","Not Applicable","50%","50%"
"CW","Standard Property Policy","No Coverage","Fire, Vandalism and Sprinkler Leakage","Not Applicable","Not Applicable","Not Applicable","60%","60%"
"CW","Standard Property Policy","No Coverage","Fire, Vandalism and Sprinkler Leakage","Not Applicable","Not Applicable","Not Applicable","70%","70%"
"CW","Standard Property Policy","No Coverage","Fire, Vandalism and Sprinkler Leakage","Not Applicable","Not Applicable","Not Applicable","80%","80%"
"CW","Standard Property Policy","No Coverage","Fire, Vandalism and Sprinkler Leakage","Not Applicable","Not Applicable","Not Applicable","90%","90%"
"CW","Standard Property Policy","No Coverage","Fire, Vandalism and Sprinkler Leakage","Not Applicable","Not Applicable","Not Applicable","100%","100%"
"CW","Standard Property Policy","No Coverage","Fire, Vandalism and Sprinkler Leakage","Not Applicable","Not Applicable","Not Applicable","None","None"
"CW","Standard Property Policy","No Coverage","Fire, Vandalism, Sprinkler Leakage and Allied Lines","Not Applicable","Not Applicable","Not Applicable","50%","50%"
"CW","Standard Property Policy","No Coverage","Fire, Vandalism, Sprinkler Leakage and Allied Lines","Not Applicable","Not Applicable","Not Applicable","60%","60%"
"CW","Standard Property Policy","No Coverage","Fire, Vandalism, Sprinkler Leakage and Allied Lines","Not Applicable","Not Applicable","Not Applicable","70%","70%"
"CW","Standard Property Policy","No Coverage","Fire, Vandalism, Sprinkler Leakage and Allied Lines","Not Applicable","Not Applicable","Not Applicable","80%","80%"
"CW","Standard Property Policy","No Coverage","Fire, Vandalism, Sprinkler Leakage and Allied Lines","Not Applicable","Not Applicable","Not Applicable","90%","90%"
"CW","Standard Property Policy","No Coverage","Fire, Vandalism, Sprinkler Leakage and Allied Lines","Not Applicable","Not Applicable","Not Applicable","100%","100%"
"CW","Standard Property Policy","No Coverage","Fire, Vandalism, Sprinkler Leakage and Allied Lines","Not Applicable","Not Applicable","Not Applicable","None","None"
"CW","Standard Property Policy","No Coverage","Not Applicable","Not Applicable","Not Applicable","Blanket Agreed Value Option Applies","Not Applicable","Not Applicable"
"CW","Standard Property Policy","No Coverage","Not Applicable","Not Applicable","Not Applicable","No","Not Applicable","Not Applicable"
"CW","Standard Property Policy","No Coverage","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable"
"CW","Standard Property Policy","No Coverage","Not Applicable","Not Applicable","Not Applicable","Yes","Not Applicable","Not Applicable"
"CW","Standard Property Policy","Standard Property Policy","Not Applicable","Not Applicable","Not Applicable","Blanket Agreed Value Option Applies","Not Applicable","Not Applicable"
"CW","Standard Property Policy","Standard Property Policy","Not Applicable","Not Applicable","Not Applicable","No","Not Applicable","Not Applicable"
"CW","Standard Property Policy","Standard Property Policy","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable"
"CW","Standard Property Policy","Standard Property Policy","Not Applicable","Not Applicable","Not Applicable","Yes","Not Applicable","Not Applicable"
