"StateCode","DisplayValue","DataValue"
"CW","Rural","Rural"
"CW","Urban","Urban"
"CW","Suburban","Suburban"
"CW","Indoors","Indoors"
"CW","Private Land","Private Land"
"CW","Not applicable","Not applicable"
"CW","Unknown","Unknown"
