"StateCode","DisplayValue","DataValue"
"CW","Used as commercially available","Used as commercially available"
"CW","Altered by owner to change size, weight or operating features such as speed or range capability","Altered by owner to change size, weight or operating features such as speed or range capability"
"CW","Altered by owner to permanently add specialized equipment such as cameras or data collection equipme","Altered by owner to permanently add specialized equipment such as cameras or data collection equipme"
"CW","Altered by owner to change size, weight or operating features such as speed or range capability and","Altered by owner to change size, weight or operating features such as speed or range capability and"
"CW","Designed and built to user specifications","Designed and built to user specifications"
"CW","Not applicable","Not applicable"
"CW","Unknown","Unknown"
