"StateCode","DisplayValue","DataValue"
"CW","All Other Construction Including Pier Deck and Pier Platform, but Without Superstructure","All Other Construction Including Pier Deck and Pier Platform, but Without Superstructure"
"CW","All Other Construction - Substructure Including Superstructure, All Sides Enclosed","All Other Construction - Substructure Including Superstructure, All Sides Enclosed"
"CW","Fire Resistive Including Pier Deck and Pier Platform, but Without Superstructure","Fire Resistive Including Pier Deck and Pier Platform, but Without Superstructure"
"CW","Fire Resistive - Substructure Including Superstructure, All Sides Enclosed","Fire Resistive - Substructure Including Superstructure, All Sides Enclosed"
"CW","Non-Combustible and Heavy Timber - Substructure Including Superstructure, All Sides Enclosed","Non-Combustible and Heavy Timber - Substructure Including Superstructure, All Sides Enclosed"
"CW","Substructure with Canopy Superstructure, Sides Not Enclosed","Substructure with Canopy Superstructure, Sides Not Enclosed"
