"StateCode","DisplayValue","DataValue"
"CW","Not Applicable","Not Applicable"
"CW","Central Station With Keys","Central Station With Keys"
"CW","Central Station Without Keys","Central Station Without Keys"
"CW","Local Alarm","Local Alarm"
