"StateCode","DisplayValue","DataValue"
"CW","Residential Apartments and Condominiums","Residential Apartments and Condominiums"
"CW","Offices","Offices"
"CW","Mercantile","Mercantile"
"CW","Motels and Hotels","Motels and Hotels"
"CW","Institutional","Institutional"
"CW","Industrial and Processing","Industrial and Processing"
"CW","Service","Service"
"CW","Contractors","Contractors"
