"StateCode","DisplayValue","DataValue"
"CW","Building Glass","Building Glass"
"CW","Building Property Other Than Glass","Building Property Other Than Glass"
"CW","Building Glass And Building Property Other Than Glass","Building Glass And Building Property Other Than Glass"
