"StateCode","DisplayValue","DataValue"
"CW","250","250"
"CW","500","500"
"CW","1,000","1,000"
"CW","2,500","2,500"
"CW","5,000","5,000"
"CW","10,000","10,000"
"CW","25,000","25,000"
"CW","50,000","50,000"
"CW","75,000","75,000"
